Shipment_ID,Product_Type,Supplier,Delivery_Time_Days,On_Time_Delivery
4625,Cheese,Supplier_A,6,False
4626,Cheese,Supplier_A,4,True
4627,ChocoMilk Deluxe,Supplier_C,11,False
4628,Milk,Supplier_A,4,False
4629,Yogurt,Supplier_C,8,False
4630,Yogurt,Supplier_A,7,False
4631,Cheese,Supplier_C,8,False
4632,Yogurt,Supplier_X,1,True
4633,ChocoMilk Deluxe,Supplier_B,5,True
4634,Yogurt,Supplier_A,1,True
4635,Milk,Supplier_C,10,False
4636,ChocoMilk Deluxe,Supplier_C,8,False
4637,ChocoMilk Deluxe,Supplier_C,10,False
4638,Cheese,Supplier_B,1,False
4639,Yogurt,Supplier_A,2,False
4640,Cheese,Supplier_C,4,False
4641,ChocoMilk Deluxe,Supplier_A,5,False
4642,ChocoMilk Deluxe,Supplier_A,1,True
4643,Cheese,Supplier_A,8,True
4644,ChocoMilk Deluxe,Supplier_B,2,False
4645,Yogurt,Supplier_A,1,True
4646,ChocoMilk Deluxe,Supplier_C,11,False
4647,Milk,Supplier_C,8,False
4648,Cheese,Supplier_A,7,False
4649,Cheese,Supplier_X,1,True
4650,Cheese,Supplier_B,6,True
4651,Yogurt,Supplier_B,4,True
4652,Cheese,Supplier_C,9,False
4653,ChocoMilk Deluxe,Supplier_A,3,False
4654,ChocoMilk Deluxe,Supplier_A,9,False
4655,Milk,Supplier_A,3,False
4656,Milk,Supplier_B,5,False
4657,ChocoMilk Deluxe,Supplier_A,4,True
4658,Milk,Supplier_C,4,False
4659,Yogurt,Supplier_A,4,True
4660,Milk,Supplier_C,8,False
4661,Yogurt,Supplier_A,4,True
4662,Cheese,Supplier_A,3,False
4663,ChocoMilk Deluxe,Supplier_X,1,True
4664,Yogurt,Supplier_C,9,False
4665,ChocoMilk Deluxe,Supplier_B,6,True
4666,Yogurt,Supplier_B,4,True
4667,Cheese,Supplier_X,1,True
4668,Milk,Supplier_B,8,False
4669,Cheese,Supplier_A,4,False
4670,Yogurt,Supplier_B,7,False
4671,Yogurt,Supplier_A,1,True
4672,ChocoMilk Deluxe,Supplier_C,5,False
4673,Cheese,Supplier_C,7,False
4674,Milk,Supplier_C,6,False
4675,ChocoMilk Deluxe,Supplier_X,1,True
4676,ChocoMilk Deluxe,Supplier_C,5,False
4677,Yogurt,Supplier_C,8,False
4678,Cheese,Supplier_B,1,True
4679,Yogurt,Supplier_C,5,False
4680,ChocoMilk Deluxe,Supplier_A,6,True
4681,ChocoMilk Deluxe,Supplier_A,8,False
4682,Milk,Supplier_C,5,False
4683,Yogurt,Supplier_C,11,False
4684,ChocoMilk Deluxe,Supplier_C,10,False
4685,Cheese,Supplier_C,11,False
4686,Cheese,Supplier_C,8,False
4687,Cheese,Supplier_A,6,False
4688,Cheese,Supplier_X,1,True
4689,Cheese,Supplier_X,1,True
4690,Cheese,Supplier_C,7,False
4691,Yogurt,Supplier_B,7,False
4692,Cheese,Supplier_B,3,True
4693,ChocoMilk Deluxe,Supplier_A,5,True
4694,Milk,Supplier_C,10,False
4695,Cheese,Supplier_A,9,True
4696,Milk,Supplier_A,7,False
4697,Yogurt,Supplier_A,7,True
4698,Milk,Supplier_C,6,False
4699,Milk,Supplier_C,6,False
4700,Yogurt,Supplier_C,10,False
4701,Cheese,Supplier_A,2,False
4702,ChocoMilk Deluxe,Supplier_A,1,True
4703,Cheese,Supplier_C,6,False
4704,ChocoMilk Deluxe,Supplier_A,6,False
4705,ChocoMilk Deluxe,Supplier_C,12,False
4706,Yogurt,Supplier_C,5,False
4707,ChocoMilk Deluxe,Supplier_C,7,False
4708,Milk,Supplier_C,11,False
4709,Milk,Supplier_X,1,True
4710,ChocoMilk Deluxe,Supplier_B,3,False
4711,Milk,Supplier_A,7,True
4712,Yogurt,Supplier_B,1,True
4713,ChocoMilk Deluxe,Supplier_B,3,True
4714,Yogurt,Supplier_A,4,True
4715,ChocoMilk Deluxe,Supplier_A,9,False
4716,ChocoMilk Deluxe,Supplier_A,1,False
4717,ChocoMilk Deluxe,Supplier_A,7,True
4718,Milk,Supplier_X,1,True
4719,ChocoMilk Deluxe,Supplier_B,4,False
4720,Yogurt,Supplier_A,2,True
4721,Cheese,Supplier_B,9,False
4722,Yogurt,Supplier_C,5,False
4723,Cheese,Supplier_C,7,False
4724,ChocoMilk Deluxe,Supplier_X,1,True
4725,Yogurt,Supplier_B,4,True
4726,Cheese,Supplier_B,8,False
4727,Yogurt,Supplier_A,6,False
4728,ChocoMilk Deluxe,Supplier_C,7,False
4729,ChocoMilk Deluxe,Supplier_C,5,False
4730,Yogurt,Supplier_B,1,False
4731,ChocoMilk Deluxe,Supplier_A,7,True
4732,ChocoMilk Deluxe,Supplier_B,8,True
4733,Yogurt,Supplier_C,8,False
4734,Cheese,Supplier_A,2,True
4735,Cheese,Supplier_C,8,False
4736,ChocoMilk Deluxe,Supplier_B,8,False
4737,Milk,Supplier_A,7,True
4738,Cheese,Supplier_A,7,False
4739,ChocoMilk Deluxe,Supplier_C,10,False
4740,Cheese,Supplier_A,6,True
4741,ChocoMilk Deluxe,Supplier_A,4,True
4742,Milk,Supplier_C,9,False
4743,Milk,Supplier_B,3,True
4744,Cheese,Supplier_X,1,True
4745,Cheese,Supplier_B,8,True
4746,Milk,Supplier_X,1,True
4747,Yogurt,Supplier_B,5,False
4748,Cheese,Supplier_B,8,False
4749,Cheese,Supplier_C,9,False
4750,Cheese,Supplier_A,8,False
4751,ChocoMilk Deluxe,Supplier_B,1,False
4752,Yogurt,Supplier_B,1,True
4753,Yogurt,Supplier_C,9,False
4754,ChocoMilk Deluxe,Supplier_A,7,False
4755,Milk,Supplier_C,9,False
4756,ChocoMilk Deluxe,Supplier_A,1,False
4757,Milk,Supplier_C,6,False
4758,Milk,Supplier_C,4,False
4759,Yogurt,Supplier_C,4,False
4760,Cheese,Supplier_C,6,False
4761,Yogurt,Supplier_C,10,False
4762,Milk,Supplier_B,4,True
4763,Milk,Supplier_C,5,False
4764,ChocoMilk Deluxe,Supplier_C,12,False
4765,Cheese,Supplier_C,7,False
4766,Yogurt,Supplier_C,10,False
4767,Yogurt,Supplier_A,5,True
4768,Yogurt,Supplier_B,7,False
4769,Yogurt,Supplier_C,8,False
4770,Milk,Supplier_X,1,True
4771,ChocoMilk Deluxe,Supplier_A,8,True
4772,Cheese,Supplier_C,12,False
4773,ChocoMilk Deluxe,Supplier_C,11,False
4774,ChocoMilk Deluxe,Supplier_B,5,False
4775,Cheese,Supplier_C,10,False
4776,Yogurt,Supplier_X,1,True
4777,Milk,Supplier_B,9,False
4778,Cheese,Supplier_B,3,False
4779,ChocoMilk Deluxe,Supplier_A,9,False
4780,Yogurt,Supplier_C,8,False
4781,Milk,Supplier_C,7,False
4782,Cheese,Supplier_A,2,True
4783,Milk,Supplier_C,8,False
4784,Milk,Supplier_C,4,False
4785,Yogurt,Supplier_X,1,True
4786,ChocoMilk Deluxe,Supplier_A,4,False
4787,Cheese,Supplier_C,12,False
4788,Yogurt,Supplier_B,9,True
4789,Milk,Supplier_B,5,False
4790,Cheese,Supplier_A,3,True
4791,Yogurt,Supplier_A,2,False
4792,Cheese,Supplier_A,2,True
4793,Yogurt,Supplier_C,9,False
4794,ChocoMilk Deluxe,Supplier_A,5,False
4795,Cheese,Supplier_C,6,False
4796,ChocoMilk Deluxe,Supplier_C,12,False
4797,ChocoMilk Deluxe,Supplier_X,1,True
4798,Milk,Supplier_X,1,True
4799,ChocoMilk Deluxe,Supplier_A,3,False
4800,Cheese,Supplier_B,8,False
4801,ChocoMilk Deluxe,Supplier_C,12,False
4802,ChocoMilk Deluxe,Supplier_X,1,True
4803,Yogurt,Supplier_B,5,True
4804,Cheese,Supplier_A,6,True
4805,ChocoMilk Deluxe,Supplier_B,2,True
4806,Milk,Supplier_B,2,True
4807,ChocoMilk Deluxe,Supplier_A,3,False
4808,Yogurt,Supplier_C,10,False
4809,Cheese,Supplier_C,12,False
4810,ChocoMilk Deluxe,Supplier_B,1,True
4811,Cheese,Supplier_C,10,False
4812,Cheese,Supplier_C,11,False
4813,ChocoMilk Deluxe,Supplier_B,9,False
4814,Cheese,Supplier_X,1,True
4815,Milk,Supplier_A,5,False
4816,Yogurt,Supplier_A,9,False
4817,Cheese,Supplier_B,2,True
4818,Milk,Supplier_A,3,False
4819,Cheese,Supplier_X,1,True
4820,ChocoMilk Deluxe,Supplier_C,5,False
4821,Yogurt,Supplier_A,5,True
4822,Milk,Supplier_B,7,False
4823,Yogurt,Supplier_A,4,True
4824,Cheese,Supplier_A,7,False
4825,Milk,Supplier_A,2,False
4826,Yogurt,Supplier_A,9,False
4827,Yogurt,Supplier_A,3,True
4828,Milk,Supplier_C,7,False
4829,Cheese,Supplier_B,6,False
4830,Yogurt,Supplier_C,7,False
4831,ChocoMilk Deluxe,Supplier_X,1,True
4832,Cheese,Supplier_B,1,True
4833,ChocoMilk Deluxe,Supplier_B,9,True
4834,ChocoMilk Deluxe,Supplier_X,1,True
4835,Cheese,Supplier_B,8,True
4836,Milk,Supplier_A,1,True
4837,Yogurt,Supplier_B,2,True
4838,Cheese,Supplier_A,9,True
4839,Milk,Supplier_C,12,False
4840,ChocoMilk Deluxe,Supplier_A,8,False
4841,Yogurt,Supplier_X,1,True
4842,Milk,Supplier_A,1,True
4843,Milk,Supplier_B,5,True
4844,ChocoMilk Deluxe,Supplier_B,6,False
4845,ChocoMilk Deluxe,Supplier_A,1,False
4846,Yogurt,Supplier_X,1,True
4847,ChocoMilk Deluxe,Supplier_B,6,True
4848,Cheese,Supplier_A,1,False
4849,ChocoMilk Deluxe,Supplier_A,3,True
4850,Cheese,Supplier_B,5,True
4851,Cheese,Supplier_A,7,False
4852,Milk,Supplier_C,12,False
4853,Yogurt,Supplier_A,8,False
4854,ChocoMilk Deluxe,Supplier_X,1,True
4855,Milk,Supplier_C,8,False
4856,Yogurt,Supplier_A,3,True
4857,Milk,Supplier_X,1,True
4858,Cheese,Supplier_B,1,True
4859,ChocoMilk Deluxe,Supplier_C,10,False
4860,Milk,Supplier_A,4,True
4861,Yogurt,Supplier_A,5,True
4862,ChocoMilk Deluxe,Supplier_A,1,True
4863,Milk,Supplier_C,6,False
4864,Cheese,Supplier_C,12,False
4865,Milk,Supplier_C,12,False
4866,Yogurt,Supplier_C,4,False
4867,Yogurt,Supplier_X,1,True
4868,Milk,Supplier_A,3,True
4869,Yogurt,Supplier_X,1,True
4870,Milk,Supplier_X,1,True
4871,ChocoMilk Deluxe,Supplier_B,2,False
4872,Milk,Supplier_A,9,False
4873,Milk,Supplier_C,5,False
4874,Yogurt,Supplier_B,9,True
4875,Yogurt,Supplier_X,1,True
4876,Cheese,Supplier_A,2,False
4877,Milk,Supplier_B,8,False
4878,Milk,Supplier_C,10,False
4879,Yogurt,Supplier_A,4,True
4880,ChocoMilk Deluxe,Supplier_A,4,False
4881,Yogurt,Supplier_C,6,False
4882,ChocoMilk Deluxe,Supplier_X,1,True
4883,Milk,Supplier_A,6,False
4884,Yogurt,Supplier_C,6,False
4885,Yogurt,Supplier_B,7,True
4886,Yogurt,Supplier_A,2,False
4887,Cheese,Supplier_A,8,False
4888,Yogurt,Supplier_B,2,True
4889,Milk,Supplier_A,2,False
4890,Milk,Supplier_C,11,False
4891,Milk,Supplier_A,7,True
4892,ChocoMilk Deluxe,Supplier_C,11,False
4893,ChocoMilk Deluxe,Supplier_A,9,False
4894,Milk,Supplier_B,9,True
4895,Milk,Supplier_B,2,True
4896,ChocoMilk Deluxe,Supplier_X,1,True
4897,Cheese,Supplier_A,9,True
4898,ChocoMilk Deluxe,Supplier_A,9,True
4899,Cheese,Supplier_C,4,False
4900,ChocoMilk Deluxe,Supplier_B,3,False
4901,Cheese,Supplier_B,7,True
4902,Milk,Supplier_C,5,False
4903,Cheese,Supplier_A,3,True
4904,Yogurt,Supplier_A,5,True
4905,Yogurt,Supplier_C,12,False
4906,ChocoMilk Deluxe,Supplier_B,5,False
4907,Milk,Supplier_B,1,False
4908,Yogurt,Supplier_B,3,True
4909,Yogurt,Supplier_B,4,True
4910,Cheese,Supplier_A,9,True
4911,ChocoMilk Deluxe,Supplier_B,3,False
4912,Yogurt,Supplier_A,2,False
4913,ChocoMilk Deluxe,Supplier_X,1,True
4914,Cheese,Supplier_C,7,False
4915,Cheese,Supplier_A,9,True
4916,ChocoMilk Deluxe,Supplier_B,4,True
4917,Cheese,Supplier_C,9,False
4918,ChocoMilk Deluxe,Supplier_C,4,False
4919,Milk,Supplier_C,8,False
4920,ChocoMilk Deluxe,Supplier_A,4,False
4921,ChocoMilk Deluxe,Supplier_B,4,False
4922,Cheese,Supplier_A,5,False
4923,ChocoMilk Deluxe,Supplier_B,3,True
4924,Cheese,Supplier_C,10,False
4925,Cheese,Supplier_C,6,False
4926,Milk,Supplier_C,12,False
4927,Yogurt,Supplier_B,9,True
4928,Yogurt,Supplier_C,5,False
4929,Milk,Supplier_B,2,False
4930,ChocoMilk Deluxe,Supplier_A,4,True
4931,Cheese,Supplier_A,9,False
4932,ChocoMilk Deluxe,Supplier_B,6,True
4933,ChocoMilk Deluxe,Supplier_B,9,False
4934,ChocoMilk Deluxe,Supplier_A,3,True
4935,Yogurt,Supplier_C,9,False
4936,Cheese,Supplier_A,4,True
4937,Cheese,Supplier_A,1,False
4938,Yogurt,Supplier_A,6,True
4939,Yogurt,Supplier_B,3,True
4940,ChocoMilk Deluxe,Supplier_X,1,True
4941,Cheese,Supplier_C,8,False
4942,Yogurt,Supplier_C,12,False
4943,ChocoMilk Deluxe,Supplier_C,12,False
4944,Yogurt,Supplier_C,9,False
4945,ChocoMilk Deluxe,Supplier_C,4,False
4946,ChocoMilk Deluxe,Supplier_X,1,True
4947,Cheese,Supplier_B,4,True
4948,Cheese,Supplier_A,3,True
4949,Yogurt,Supplier_A,2,False
4950,ChocoMilk Deluxe,Supplier_A,1,False
4951,ChocoMilk Deluxe,Supplier_B,8,True
4952,ChocoMilk Deluxe,Supplier_B,6,False
4953,Milk,Supplier_A,7,False
4954,ChocoMilk Deluxe,Supplier_C,12,False
4955,Yogurt,Supplier_B,8,True
4956,Cheese,Supplier_B,1,False
4957,Cheese,Supplier_B,1,False
4958,Milk,Supplier_C,7,False
4959,ChocoMilk Deluxe,Supplier_B,7,True
4960,Yogurt,Supplier_C,8,False
4961,Cheese,Supplier_B,8,False
4962,Cheese,Supplier_X,1,True
4963,Cheese,Supplier_C,4,False
4964,Cheese,Supplier_B,3,False
4965,Cheese,Supplier_B,1,True
4966,ChocoMilk Deluxe,Supplier_C,5,False
4967,Milk,Supplier_C,11,False
4968,Yogurt,Supplier_C,5,False
4969,ChocoMilk Deluxe,Supplier_A,4,True
4970,Yogurt,Supplier_C,7,False
4971,Milk,Supplier_B,7,True
4972,ChocoMilk Deluxe,Supplier_A,1,True
4973,Milk,Supplier_A,9,False
4974,Yogurt,Supplier_C,9,False
4975,Yogurt,Supplier_C,11,False
4976,Milk,Supplier_B,5,True
4977,Milk,Supplier_A,7,False
4978,ChocoMilk Deluxe,Supplier_B,2,True
4979,Milk,Supplier_A,6,True
4980,Yogurt,Supplier_C,10,False
4981,Milk,Supplier_X,1,True
4982,Cheese,Supplier_A,8,False
4983,Cheese,Supplier_B,8,False
4984,Milk,Supplier_C,5,False
4985,Milk,Supplier_A,2,False
4986,Cheese,Supplier_C,8,False
4987,Cheese,Supplier_C,5,False
4988,ChocoMilk Deluxe,Supplier_A,9,True
4989,Milk,Supplier_B,5,False
4990,Cheese,Supplier_X,1,True
4991,ChocoMilk Deluxe,Supplier_A,3,True
4992,Cheese,Supplier_C,5,False
4993,Milk,Supplier_B,7,False
4994,Milk,Supplier_A,3,False
4995,Milk,Supplier_C,12,False
4996,ChocoMilk Deluxe,Supplier_C,7,False
4997,Cheese,Supplier_C,10,False
4998,ChocoMilk Deluxe,Supplier_A,9,True
4999,ChocoMilk Deluxe,Supplier_X,1,True
5000,Yogurt,Supplier_C,10,False
5001,Milk,Supplier_C,5,False
5002,Cheese,Supplier_B,2,True
5003,Cheese,Supplier_X,1,True
5004,ChocoMilk Deluxe,Supplier_A,9,True
5005,Yogurt,Supplier_C,9,False
5006,ChocoMilk Deluxe,Supplier_B,4,True
5007,Cheese,Supplier_C,4,False
5008,ChocoMilk Deluxe,Supplier_B,3,True
5009,Yogurt,Supplier_B,6,True
5010,ChocoMilk Deluxe,Supplier_C,7,False
5011,ChocoMilk Deluxe,Supplier_B,6,True
5012,Milk,Supplier_B,6,False
5013,Yogurt,Supplier_B,3,True
5014,Cheese,Supplier_C,11,False
5015,Cheese,Supplier_X,1,True
5016,ChocoMilk Deluxe,Supplier_B,5,True
5017,ChocoMilk Deluxe,Supplier_C,11,False
5018,Yogurt,Supplier_B,5,False
5019,Yogurt,Supplier_B,5,False
5020,ChocoMilk Deluxe,Supplier_C,12,False
5021,Yogurt,Supplier_C,5,False
5022,Yogurt,Supplier_C,10,False
5023,Yogurt,Supplier_A,1,True
5024,Yogurt,Supplier_C,9,False
5025,Cheese,Supplier_C,4,False
5026,Cheese,Supplier_X,1,True
5027,Milk,Supplier_B,7,True
5028,Yogurt,Supplier_B,3,True
5029,Milk,Supplier_C,9,False
5030,Cheese,Supplier_B,6,False
5031,Milk,Supplier_C,4,False
5032,Yogurt,Supplier_C,4,False
5033,ChocoMilk Deluxe,Supplier_B,5,True
5034,Cheese,Supplier_X,1,True
5035,Cheese,Supplier_B,2,True
5036,ChocoMilk Deluxe,Supplier_B,8,False
5037,ChocoMilk Deluxe,Supplier_B,7,True
5038,Milk,Supplier_A,8,False
5039,Cheese,Supplier_X,1,True
5040,Milk,Supplier_B,8,True
5041,Yogurt,Supplier_C,7,False
5042,Cheese,Supplier_B,9,False
5043,ChocoMilk Deluxe,Supplier_A,5,False
5044,Cheese,Supplier_C,6,False
5045,Milk,Supplier_C,6,False
5046,Yogurt,Supplier_C,7,False
5047,Milk,Supplier_X,1,True
5048,ChocoMilk Deluxe,Supplier_A,3,False
5049,Cheese,Supplier_A,5,False
5050,ChocoMilk Deluxe,Supplier_A,7,False
5051,Yogurt,Supplier_A,3,True
5052,Yogurt,Supplier_C,10,False
5053,Milk,Supplier_B,4,False
5054,ChocoMilk Deluxe,Supplier_X,1,True
5055,Milk,Supplier_C,7,False
5056,ChocoMilk Deluxe,Supplier_B,7,True
5057,Cheese,Supplier_B,7,False
5058,Cheese,Supplier_C,5,False
5059,ChocoMilk Deluxe,Supplier_B,8,False
5060,Milk,Supplier_B,8,True
5061,Cheese,Supplier_B,2,True
5062,Yogurt,Supplier_A,9,True
5063,Yogurt,Supplier_A,7,True
5064,ChocoMilk Deluxe,Supplier_X,1,True
5065,ChocoMilk Deluxe,Supplier_A,7,True
5066,Milk,Supplier_B,9,False
5067,ChocoMilk Deluxe,Supplier_C,11,False
5068,ChocoMilk Deluxe,Supplier_B,6,False
5069,Yogurt,Supplier_B,6,True
5070,Yogurt,Supplier_B,1,False
5071,Cheese,Supplier_A,2,False
5072,Cheese,Supplier_X,1,True
5073,Yogurt,Supplier_C,10,False
5074,Cheese,Supplier_X,1,True
5075,ChocoMilk Deluxe,Supplier_A,4,True
5076,Yogurt,Supplier_C,6,False
5077,Cheese,Supplier_X,1,True
5078,Milk,Supplier_B,4,True
5079,Cheese,Supplier_B,7,True
5080,Yogurt,Supplier_C,11,False
5081,Cheese,Supplier_A,3,False
5082,Milk,Supplier_B,4,False
5083,ChocoMilk Deluxe,Supplier_B,2,False
5084,ChocoMilk Deluxe,Supplier_A,8,True
5085,ChocoMilk Deluxe,Supplier_A,6,False
5086,Yogurt,Supplier_C,4,False
5087,Milk,Supplier_B,2,True
5088,ChocoMilk Deluxe,Supplier_X,1,True
5089,Milk,Supplier_B,9,False
5090,ChocoMilk Deluxe,Supplier_B,6,True
5091,ChocoMilk Deluxe,Supplier_C,11,False
5092,Yogurt,Supplier_C,10,False
5093,Milk,Supplier_A,7,True
5094,Cheese,Supplier_B,9,False
5095,Yogurt,Supplier_B,7,True
5096,Yogurt,Supplier_B,7,False
5097,ChocoMilk Deluxe,Supplier_A,8,True
5098,Yogurt,Supplier_X,1,True
5099,Yogurt,Supplier_B,9,True
5100,ChocoMilk Deluxe,Supplier_B,8,False
5101,Cheese,Supplier_X,1,True
5102,ChocoMilk Deluxe,Supplier_B,9,True
5103,Cheese,Supplier_C,7,False
5104,Yogurt,Supplier_A,8,True
5105,ChocoMilk Deluxe,Supplier_C,8,False
5106,Cheese,Supplier_B,8,True
5107,Yogurt,Supplier_B,9,True
5108,Cheese,Supplier_C,4,False
5109,Cheese,Supplier_X,1,True
5110,Cheese,Supplier_A,1,True
5111,Milk,Supplier_C,11,False
5112,Cheese,Supplier_B,1,False
5113,ChocoMilk Deluxe,Supplier_A,1,False
5114,ChocoMilk Deluxe,Supplier_B,8,False
5115,Cheese,Supplier_A,7,True
5116,ChocoMilk Deluxe,Supplier_A,7,True
5117,Yogurt,Supplier_C,7,False
5118,Milk,Supplier_X,1,True
5119,Yogurt,Supplier_A,7,False
5120,Cheese,Supplier_C,5,False
5121,Milk,Supplier_A,3,True
5122,Milk,Supplier_X,1,True
5123,Cheese,Supplier_B,7,True
5124,ChocoMilk Deluxe,Supplier_B,9,True
5125,Yogurt,Supplier_A,5,False
5126,Milk,Supplier_B,1,False
5127,ChocoMilk Deluxe,Supplier_B,7,False
5128,Milk,Supplier_B,3,False
5129,Cheese,Supplier_B,5,True
5130,Milk,Supplier_X,1,True
5131,Cheese,Supplier_C,5,False
5132,Yogurt,Supplier_B,4,True
5133,Milk,Supplier_A,3,True
5134,Milk,Supplier_B,9,True
5135,Cheese,Supplier_X,1,True
5136,Cheese,Supplier_B,4,False
5137,Milk,Supplier_X,1,True
5138,Yogurt,Supplier_C,6,False
5139,ChocoMilk Deluxe,Supplier_B,4,False
5140,Milk,Supplier_C,7,False
5141,Milk,Supplier_A,3,False
5142,Milk,Supplier_C,6,False
5143,Cheese,Supplier_B,8,False
5144,Milk,Supplier_B,5,True
5145,ChocoMilk Deluxe,Supplier_B,8,True
5146,Yogurt,Supplier_B,2,False
5147,Milk,Supplier_C,11,False
5148,Cheese,Supplier_C,4,False
5149,Cheese,Supplier_B,9,False
5150,Yogurt,Supplier_B,3,True
5151,Yogurt,Supplier_C,5,False
5152,Milk,Supplier_A,7,True
5153,Milk,Supplier_C,5,False
5154,ChocoMilk Deluxe,Supplier_A,6,True
5155,ChocoMilk Deluxe,Supplier_A,4,False
5156,ChocoMilk Deluxe,Supplier_A,5,True
5157,Milk,Supplier_A,5,True
5158,Cheese,Supplier_C,11,False
5159,ChocoMilk Deluxe,Supplier_C,6,False
5160,Yogurt,Supplier_A,2,True
5161,Cheese,Supplier_C,11,False
5162,Yogurt,Supplier_B,9,False
5163,Cheese,Supplier_A,4,True
5164,Cheese,Supplier_C,12,False
5165,Cheese,Supplier_A,7,True
5166,Yogurt,Supplier_B,1,False
5167,Yogurt,Supplier_B,5,False
5168,ChocoMilk Deluxe,Supplier_B,3,False
5169,Cheese,Supplier_B,8,True
5170,Milk,Supplier_C,12,False
5171,Yogurt,Supplier_C,6,False
5172,Yogurt,Supplier_C,7,False
5173,Cheese,Supplier_C,10,False
5174,Yogurt,Supplier_B,1,True
5175,Milk,Supplier_C,7,False
5176,ChocoMilk Deluxe,Supplier_A,5,False
5177,Yogurt,Supplier_B,8,False
5178,ChocoMilk Deluxe,Supplier_C,6,False
5179,Cheese,Supplier_B,7,True
5180,Cheese,Supplier_B,7,True
5181,Yogurt,Supplier_A,6,True
5182,Yogurt,Supplier_B,2,True
5183,ChocoMilk Deluxe,Supplier_B,5,True
5184,Milk,Supplier_X,1,True
5185,Yogurt,Supplier_A,3,True
5186,Cheese,Supplier_B,3,True
5187,Cheese,Supplier_B,9,False
5188,Milk,Supplier_A,6,True
5189,Yogurt,Supplier_B,7,False
5190,Yogurt,Supplier_B,8,False
5191,Yogurt,Supplier_C,9,False
5192,Milk,Supplier_C,12,False
5193,Cheese,Supplier_A,6,False
5194,Cheese,Supplier_C,5,False
5195,ChocoMilk Deluxe,Supplier_A,2,True
5196,Cheese,Supplier_A,3,False
5197,Cheese,Supplier_X,1,True
5198,Milk,Supplier_C,6,False
5199,Cheese,Supplier_B,8,True
5200,ChocoMilk Deluxe,Supplier_C,11,False
5201,Yogurt,Supplier_A,1,True
5202,Yogurt,Supplier_A,6,True
5203,ChocoMilk Deluxe,Supplier_C,8,False
5204,Milk,Supplier_C,11,False
5205,Milk,Supplier_B,9,True
5206,Cheese,Supplier_C,6,False
5207,ChocoMilk Deluxe,Supplier_A,6,False
5208,Yogurt,Supplier_B,5,False
5209,Cheese,Supplier_B,5,True
5210,Milk,Supplier_A,9,False
5211,Milk,Supplier_C,9,False
5212,ChocoMilk Deluxe,Supplier_B,1,True
5213,Cheese,Supplier_B,1,True
5214,Cheese,Supplier_C,5,False
5215,Cheese,Supplier_C,11,False
5216,Cheese,Supplier_X,1,True
5217,Milk,Supplier_A,6,False
5218,ChocoMilk Deluxe,Supplier_C,11,False
5219,ChocoMilk Deluxe,Supplier_C,5,False
5220,Cheese,Supplier_C,9,False
5221,Cheese,Supplier_A,1,False
5222,Cheese,Supplier_A,3,False
5223,Cheese,Supplier_B,2,False
5224,Cheese,Supplier_B,8,True
5225,Cheese,Supplier_C,11,False
5226,Milk,Supplier_C,6,False
5227,ChocoMilk Deluxe,Supplier_X,1,True
5228,Cheese,Supplier_A,3,True
5229,ChocoMilk Deluxe,Supplier_C,9,False
5230,Yogurt,Supplier_B,6,True
5231,Cheese,Supplier_C,11,False
5232,Milk,Supplier_X,1,True
5233,Yogurt,Supplier_C,10,False
5234,ChocoMilk Deluxe,Supplier_A,7,False
5235,ChocoMilk Deluxe,Supplier_A,2,False
5236,Yogurt,Supplier_C,4,False
5237,ChocoMilk Deluxe,Supplier_B,5,True
5238,ChocoMilk Deluxe,Supplier_C,10,False
5239,ChocoMilk Deluxe,Supplier_C,10,False
5240,Cheese,Supplier_A,5,False
5241,Cheese,Supplier_B,8,False
5242,Yogurt,Supplier_A,4,True
5243,Yogurt,Supplier_X,1,True
5244,Milk,Supplier_A,6,False
5245,Cheese,Supplier_C,9,False
5246,Milk,Supplier_C,10,False
5247,Yogurt,Supplier_C,4,False
5248,Milk,Supplier_C,10,False
5249,Yogurt,Supplier_B,5,False
5250,Cheese,Supplier_B,9,True
5251,Milk,Supplier_C,8,False
5252,Milk,Supplier_A,4,False
5253,Yogurt,Supplier_X,1,True
5254,Yogurt,Supplier_B,7,True
5255,ChocoMilk Deluxe,Supplier_B,4,False
5256,ChocoMilk Deluxe,Supplier_C,7,False
5257,Cheese,Supplier_B,8,True
5258,ChocoMilk Deluxe,Supplier_C,10,False
5259,Cheese,Supplier_C,11,False
5260,Milk,Supplier_B,8,False
5261,Cheese,Supplier_C,7,False
5262,Cheese,Supplier_A,8,True
5263,Milk,Supplier_C,7,False
5264,ChocoMilk Deluxe,Supplier_A,8,False
5265,Yogurt,Supplier_A,7,True
5266,ChocoMilk Deluxe,Supplier_A,9,False
5267,ChocoMilk Deluxe,Supplier_X,1,True
5268,Cheese,Supplier_B,1,False
5269,Milk,Supplier_B,7,False
5270,Milk,Supplier_C,7,False
5271,ChocoMilk Deluxe,Supplier_B,3,False
5272,Milk,Supplier_C,9,False
5273,Milk,Supplier_B,5,False
5274,ChocoMilk Deluxe,Supplier_C,10,False
5275,Milk,Supplier_C,7,False
5276,Milk,Supplier_A,3,False
5277,Milk,Supplier_A,4,True
5278,ChocoMilk Deluxe,Supplier_X,1,True
5279,Yogurt,Supplier_A,6,True
5280,Milk,Supplier_B,2,True
5281,Yogurt,Supplier_B,2,True
5282,Cheese,Supplier_X,1,True
5283,Yogurt,Supplier_B,6,True
