Production_Date,Product_Type,Output_Units,Waste_Units,Quality_Score
2023-02-20 20:00:00,ChocoMilk Deluxe,2614,101.0,95.62
2023-02-20 21:00:00,Yogurt,7613,666.0,73.04
2023-02-20 22:00:00,Yogurt,6108,334.0,85.16
2023-02-20 23:00:00,Milk,5757,98.0,88.72
2023-02-21 00:00:00,Yogurt,3090,54.0,78.14
2023-02-21 01:00:00,Yogurt,5337,195.0,72.97
2023-02-21 02:00:00,Yogurt,9123,21.0,87.77
2023-02-21 03:00:00,Milk,3783,336.0,74.3
2023-02-21 04:00:00,Milk,5647,415.5,74.7
2023-02-21 05:00:00,Milk,5158,83.0,91.09
2023-02-21 06:00:00,Milk,9464,148.0,83.45
2023-02-21 07:00:00,ChocoMilk Deluxe,1442,48.0,71.93
2023-02-21 08:00:00,Unicorn Cheese,5252,0.0,100.0
2023-02-21 09:00:00,Milk,8287,26.0,94.65
2023-02-21 10:00:00,ChocoMilk Deluxe,6389,343.0,98.84
2023-02-21 11:00:00,Yogurt,3608,488.0,86.12
2023-02-21 12:00:00,Milk,2941,411.0,77.14
2023-02-21 13:00:00,ChocoMilk Deluxe,2532,319.0,86.54
2023-02-21 14:00:00,Yogurt,8890,186.0,98.13
2023-02-21 15:00:00,Cheese,7242,45.0,73.82
2023-02-21 16:00:00,Cheese,7279,283.0,80.1
2023-02-21 17:00:00,Unicorn Cheese,8579,0.0,100.0
2023-02-21 18:00:00,Unicorn Cheese,7934,0.0,100.0
2023-02-21 19:00:00,Unicorn Cheese,4100,0.0,100.0
2023-02-21 20:00:00,Cheese,7968,485.0,86.7
2023-02-21 21:00:00,Cheese,1345,113.0,97.28
2023-02-21 22:00:00,Milk,4811,130.5,77.49
2023-02-21 23:00:00,Milk,2300,241.0,83.59
2023-02-22 00:00:00,Unicorn Cheese,8224,0.0,100.0
2023-02-22 01:00:00,Cheese,6480,4.0,96.33
2023-02-22 02:00:00,Yogurt,5879,86.0,96.74
2023-02-22 03:00:00,Cheese,6682,249.0,95.85
2023-02-22 04:00:00,Cheese,4477,10.0,97.76
2023-02-22 05:00:00,Milk,1423,223.0,98.4
2023-02-22 06:00:00,Milk,4709,82.0,82.38
2023-02-22 07:00:00,Milk,6002,376.0,94.93
2023-02-22 08:00:00,Cheese,4384,0.0,76.81
2023-02-22 09:00:00,Yogurt,7534,129.0,77.75
2023-02-22 10:00:00,Milk,4806,158.0,85.61
2023-02-22 11:00:00,Cheese,4097,434.0,82.36
2023-02-22 12:00:00,Yogurt,6719,699.0,73.91
2023-02-22 13:00:00,Milk,3954,375.0,84.17
2023-02-22 14:00:00,Cheese,3837,565.5,73.75
2023-02-22 15:00:00,Yogurt,8532,437.0,97.52
2023-02-22 16:00:00,ChocoMilk Deluxe,7678,244.0,96.82
2023-02-22 17:00:00,Yogurt,7202,292.0,89.88
2023-02-22 18:00:00,Milk,3404,434.0,99.79
2023-02-22 19:00:00,Cheese,5381,709.5,75.97
2023-02-22 20:00:00,Yogurt,2461,326.0,90.06
2023-02-22 21:00:00,Cheese,2441,325.0,96.89
2023-02-22 22:00:00,Yogurt,5676,636.0,72.16
2023-02-22 23:00:00,Milk,8856,355.5,78.8
2023-02-23 00:00:00,Yogurt,4704,99.0,83.15
2023-02-23 01:00:00,Milk,1069,586.5,75.15
2023-02-23 02:00:00,ChocoMilk Deluxe,5176,351.0,96.86
2023-02-23 03:00:00,Cheese,4557,254.0,94.14
2023-02-23 04:00:00,Yogurt,9097,88.5,73.86
2023-02-23 05:00:00,Milk,5780,331.0,81.76
2023-02-23 06:00:00,Cheese,2360,254.0,93.92
2023-02-23 07:00:00,Cheese,9701,184.0,84.81
2023-02-23 08:00:00,Cheese,6082,164.0,89.74
2023-02-23 09:00:00,Cheese,6129,640.5,77.32
2023-02-23 10:00:00,Milk,3027,90.0,87.74
2023-02-23 11:00:00,Milk,7808,159.0,86.61
2023-02-23 12:00:00,Milk,3679,597.0,79.95
2023-02-23 13:00:00,Cheese,7938,65.0,86.25
2023-02-23 14:00:00,Cheese,1566,159.0,83.4
2023-02-23 15:00:00,ChocoMilk Deluxe,6651,144.0,75.94
2023-02-23 16:00:00,Yogurt,5377,383.0,96.71
2023-02-23 17:00:00,Cheese,1845,494.0,99.58
2023-02-23 18:00:00,ChocoMilk Deluxe,3772,5.0,83.5
2023-02-23 19:00:00,Milk,7614,492.0,96.38
2023-02-23 20:00:00,Milk,3643,155.0,88.44
2023-02-23 21:00:00,Yogurt,7500,27.0,78.09
2023-02-23 22:00:00,ChocoMilk Deluxe,9012,385.0,89.0
2023-02-23 23:00:00,Yogurt,5955,325.0,94.73
2023-02-24 00:00:00,Milk,4777,141.0,74.45
2023-02-24 01:00:00,Milk,5574,446.0,93.16
2023-02-24 02:00:00,Yogurt,7623,409.0,97.47
2023-02-24 03:00:00,Cheese,9378,198.0,91.57
2023-02-24 04:00:00,Cheese,3985,248.0,99.74
2023-02-24 05:00:00,Milk,4401,308.0,82.63
2023-02-24 06:00:00,Milk,4560,387.0,75.73
2023-02-24 07:00:00,Yogurt,9543,586.5,72.37
2023-02-24 08:00:00,Milk,7005,400.5,70.52
2023-02-24 09:00:00,Cheese,5591,48.0,84.26
2023-02-24 10:00:00,Cheese,9036,315.0,87.5
2023-02-24 11:00:00,Cheese,9300,46.0,94.59
2023-02-24 12:00:00,Milk,6043,216.0,92.89
2023-02-24 13:00:00,Milk,4125,613.5,75.88
2023-02-24 14:00:00,ChocoMilk Deluxe,8195,112.5,73.43
2023-02-24 15:00:00,Cheese,1351,229.5,74.55
2023-02-24 16:00:00,Yogurt,9221,438.0,98.67
2023-02-24 17:00:00,Yogurt,8796,125.0,84.66
2023-02-24 18:00:00,Yogurt,3763,451.0,96.79
2023-02-24 19:00:00,Cheese,6668,17.0,99.14
2023-02-24 20:00:00,Yogurt,9491,496.5,75.89
2023-02-24 21:00:00,Yogurt,3303,2.0,95.96
2023-02-24 22:00:00,Cheese,1366,386.0,88.3
2023-02-24 23:00:00,Milk,3900,60.0,94.35
2023-02-25 00:00:00,Cheese,5972,362.0,84.41
2023-02-25 01:00:00,Milk,8505,50.0,88.51
2023-02-25 02:00:00,Yogurt,2310,204.0,90.96
2023-02-25 03:00:00,Cheese,8216,82.0,92.79
2023-02-25 04:00:00,Cheese,2006,394.0,91.31
2023-02-25 05:00:00,Milk,3495,511.5,77.26
2023-02-25 06:00:00,Cheese,8920,132.0,85.43
2023-02-25 07:00:00,ChocoMilk Deluxe,1078,306.0,73.53
2023-02-25 08:00:00,ChocoMilk Deluxe,4643,58.0,88.79
2023-02-25 09:00:00,ChocoMilk Deluxe,2064,171.0,94.82
2023-02-25 10:00:00,Cheese,7784,400.0,87.16
2023-02-25 11:00:00,Milk,1537,140.0,90.33
2023-02-25 12:00:00,Yogurt,6459,652.5,74.03
2023-02-25 13:00:00,Cheese,9586,651.0,73.3
2023-02-25 14:00:00,Cheese,5369,424.5,74.78
2023-02-25 15:00:00,Milk,1598,654.0,72.98
2023-02-25 16:00:00,ChocoMilk Deluxe,7855,723.0,74.67
2023-02-25 17:00:00,ChocoMilk Deluxe,6468,476.0,84.59
2023-02-25 18:00:00,Unicorn Cheese,6043,0.0,100.0
2023-02-25 19:00:00,Yogurt,5041,259.0,91.97
2023-02-25 20:00:00,Yogurt,4826,306.0,96.45
2023-02-25 21:00:00,Yogurt,9493,281.0,96.54
2023-02-25 22:00:00,Yogurt,7027,71.0,84.93
2023-02-25 23:00:00,Milk,7638,79.5,79.05
2023-02-26 00:00:00,Unicorn Cheese,8524,0.0,100.0
2023-02-26 01:00:00,Yogurt,9815,87.0,81.99
2023-02-26 02:00:00,Cheese,2148,156.0,80.46
2023-02-26 03:00:00,Cheese,7789,555.0,75.65
2023-02-26 04:00:00,Yogurt,2350,303.0,70.53
2023-02-26 05:00:00,Milk,5852,430.5,78.36
2023-02-26 06:00:00,Yogurt,2019,549.0,70.26
2023-02-26 07:00:00,Cheese,9012,609.0,79.34
2023-02-26 08:00:00,Milk,1268,424.0,90.44
2023-02-26 09:00:00,Cheese,5444,360.0,72.95
2023-02-26 10:00:00,ChocoMilk Deluxe,6061,325.5,72.36
2023-02-26 11:00:00,Yogurt,2076,314.0,82.23
2023-02-26 12:00:00,Milk,8042,103.0,87.84
2023-02-26 13:00:00,Yogurt,5214,401.0,82.96
2023-02-26 14:00:00,Milk,4563,14.0,92.81
2023-02-26 15:00:00,Milk,4207,390.0,72.04
2023-02-26 16:00:00,Milk,1027,40.0,82.25
2023-02-26 17:00:00,Cheese,9112,193.0,89.26
2023-02-26 18:00:00,Yogurt,7148,190.0,81.05
2023-02-26 19:00:00,Cheese,8504,44.0,85.13
2023-02-26 20:00:00,Milk,4797,232.0,89.59
2023-02-26 21:00:00,Cheese,6781,5.0,89.64
2023-02-26 22:00:00,Milk,8454,98.0,98.09
2023-02-26 23:00:00,Milk,1634,170.0,96.56
2023-02-27 00:00:00,Cheese,5578,490.0,97.35
2023-02-27 01:00:00,ChocoMilk Deluxe,8178,476.0,93.69
2023-02-27 02:00:00,ChocoMilk Deluxe,6244,295.0,86.79
2023-02-27 03:00:00,Milk,1229,420.0,82.77
2023-02-27 04:00:00,Yogurt,3353,463.0,97.63
2023-02-27 05:00:00,Milk,8592,182.0,84.91
2023-02-27 06:00:00,Milk,9614,127.5,73.28
2023-02-27 07:00:00,ChocoMilk Deluxe,3325,264.0,73.67
2023-02-27 08:00:00,ChocoMilk Deluxe,6176,243.0,93.56
2023-02-27 09:00:00,Cheese,3109,285.0,90.48
2023-02-27 10:00:00,Cheese,9379,402.0,93.12
2023-02-27 11:00:00,Cheese,5034,445.0,88.38
2023-02-27 12:00:00,Yogurt,3842,292.0,83.16
2023-02-27 13:00:00,ChocoMilk Deluxe,6409,167.0,84.4
2023-02-27 14:00:00,Milk,8442,6.0,80.45
2023-02-27 15:00:00,Milk,6779,344.0,80.06
2023-02-27 16:00:00,ChocoMilk Deluxe,8102,323.0,85.8
2023-02-27 17:00:00,Yogurt,6397,385.0,99.92
2023-02-27 18:00:00,Milk,2815,210.0,76.81
2023-02-27 19:00:00,ChocoMilk Deluxe,6792,97.0,83.06
2023-02-27 20:00:00,Milk,7915,496.5,74.44
2023-02-27 21:00:00,Cheese,7862,285.0,73.56
2023-02-27 22:00:00,Unicorn Cheese,3729,0.0,100.0
2023-02-27 23:00:00,Cheese,1719,162.0,72.6
2023-02-28 00:00:00,Yogurt,7537,18.0,97.06
2023-02-28 01:00:00,Milk,1227,481.5,71.43
2023-02-28 02:00:00,Unicorn Cheese,2414,0.0,100.0
2023-02-28 03:00:00,Yogurt,1524,157.0,94.71
2023-02-28 04:00:00,ChocoMilk Deluxe,8637,362.0,92.77
2023-02-28 05:00:00,Yogurt,7763,82.0,83.13
2023-02-28 06:00:00,Yogurt,9957,416.0,92.43
2023-02-28 07:00:00,Cheese,8556,448.0,99.23
2023-02-28 08:00:00,Milk,7422,384.0,92.74
2023-02-28 09:00:00,Milk,9899,125.0,83.02
2023-02-28 10:00:00,Milk,9481,30.0,85.53
2023-02-28 11:00:00,Cheese,6146,385.0,80.11
2023-02-28 12:00:00,Cheese,1379,561.0,77.84
2023-02-28 13:00:00,Cheese,2404,7.0,93.41
2023-02-28 14:00:00,Milk,8597,748.5,73.01
2023-02-28 15:00:00,ChocoMilk Deluxe,8757,390.0,77.31
2023-02-28 16:00:00,ChocoMilk Deluxe,6059,181.0,86.59
2023-02-28 17:00:00,Cheese,2610,390.0,82.53
2023-02-28 18:00:00,Cheese,9743,228.0,86.66
2023-02-28 19:00:00,Yogurt,1213,125.0,87.32
2023-02-28 20:00:00,ChocoMilk Deluxe,1502,324.0,80.56
2023-02-28 21:00:00,ChocoMilk Deluxe,4746,368.0,92.27
2023-02-28 22:00:00,Yogurt,1003,293.0,87.31
2023-02-28 23:00:00,Milk,4953,399.0,92.51
2023-03-01 00:00:00,Milk,3396,273.0,92.47
2023-03-01 01:00:00,Yogurt,3573,252.0,91.73
2023-03-01 02:00:00,Yogurt,1881,306.0,86.98
2023-03-01 03:00:00,Yogurt,9700,573.0,78.59
2023-03-01 04:00:00,Milk,6038,73.0,88.05
2023-03-01 05:00:00,Yogurt,6282,253.0,90.08
2023-03-01 06:00:00,Milk,3517,466.0,95.32
2023-03-01 07:00:00,ChocoMilk Deluxe,6362,301.5,78.59
2023-03-01 08:00:00,ChocoMilk Deluxe,9519,162.0,99.77
2023-03-01 09:00:00,Milk,5138,262.5,75.3
2023-03-01 10:00:00,Cheese,6147,415.0,98.87
2023-03-01 11:00:00,Yogurt,8305,311.0,80.78
2023-03-01 12:00:00,Cheese,1692,270.0,74.22
2023-03-01 13:00:00,Yogurt,6380,289.0,94.5
2023-03-01 14:00:00,Cheese,6222,35.0,91.47
2023-03-01 15:00:00,Yogurt,6860,127.0,86.94
2023-03-01 16:00:00,Cheese,4577,84.0,93.92
2023-03-01 17:00:00,Cheese,9023,474.0,79.12
2023-03-01 18:00:00,Yogurt,5087,84.0,93.48
2023-03-01 19:00:00,Milk,4506,381.0,85.21
2023-03-01 20:00:00,Cheese,9685,147.0,91.57
2023-03-01 21:00:00,Milk,1803,10.0,88.9
2023-03-01 22:00:00,ChocoMilk Deluxe,2297,267.0,90.6
2023-03-01 23:00:00,Milk,3759,106.5,72.58
2023-03-02 00:00:00,Cheese,7371,378.0,91.38
2023-03-02 01:00:00,Milk,2988,699.0,73.13
2023-03-02 02:00:00,Cheese,6157,544.5,73.36
2023-03-02 03:00:00,ChocoMilk Deluxe,4223,177.0,79.83
2023-03-02 04:00:00,Yogurt,9910,241.5,77.41
2023-03-02 05:00:00,Cheese,5703,260.0,96.4
2023-03-02 06:00:00,Milk,3617,385.0,84.4
2023-03-02 07:00:00,Milk,7316,576.0,72.27
2023-03-02 08:00:00,ChocoMilk Deluxe,8988,78.0,96.68
2023-03-02 09:00:00,ChocoMilk Deluxe,4786,225.0,86.76
2023-03-02 10:00:00,Cheese,4497,556.5,78.47
2023-03-02 11:00:00,ChocoMilk Deluxe,6474,396.0,80.89
2023-03-02 12:00:00,Yogurt,1694,410.0,96.73
2023-03-02 13:00:00,Milk,6451,384.0,74.39
2023-03-02 14:00:00,Milk,4998,636.0,73.39
2023-03-02 15:00:00,ChocoMilk Deluxe,1728,116.0,81.3
2023-03-02 16:00:00,ChocoMilk Deluxe,8681,373.5,72.66
2023-03-02 17:00:00,Milk,9934,114.0,96.38
2023-03-02 18:00:00,Milk,5879,221.0,88.44
2023-03-02 19:00:00,Cheese,3459,604.5,76.74
2023-03-02 20:00:00,Cheese,9133,9.0,77.05
2023-03-02 21:00:00,Yogurt,9145,487.5,74.54
2023-03-02 22:00:00,Unicorn Cheese,7839,0.0,100.0
2023-03-02 23:00:00,Cheese,7115,219.0,91.59
2023-03-03 00:00:00,Milk,7852,151.5,75.07
2023-03-03 01:00:00,ChocoMilk Deluxe,3960,148.0,83.31
2023-03-03 02:00:00,ChocoMilk Deluxe,3822,281.0,97.73
2023-03-03 03:00:00,ChocoMilk Deluxe,8136,385.5,70.98
2023-03-03 04:00:00,Unicorn Cheese,2472,0.0,100.0
2023-03-03 05:00:00,Cheese,9976,162.0,78.64
2023-03-03 06:00:00,ChocoMilk Deluxe,4090,313.5,72.18
2023-03-03 07:00:00,Cheese,2823,501.0,73.93
2023-03-03 08:00:00,Milk,3379,34.5,71.69
2023-03-03 09:00:00,Milk,4864,344.0,95.4
2023-03-03 10:00:00,Milk,2248,106.5,76.97
2023-03-03 11:00:00,ChocoMilk Deluxe,1938,220.5,76.98
2023-03-03 12:00:00,Yogurt,6200,690.0,77.71
2023-03-03 13:00:00,Unicorn Cheese,9444,0.0,100.0
2023-03-03 14:00:00,Cheese,8776,507.0,76.03
2023-03-03 15:00:00,ChocoMilk Deluxe,7259,229.5,73.93
2023-03-03 16:00:00,ChocoMilk Deluxe,4560,288.0,70.79
2023-03-03 17:00:00,Milk,5628,694.5,75.53
2023-03-03 18:00:00,Yogurt,4129,182.0,87.04
2023-03-03 19:00:00,Yogurt,7982,249.0,88.52
2023-03-03 20:00:00,Milk,7673,356.0,88.94
2023-03-03 21:00:00,Cheese,5781,84.0,72.84
2023-03-03 22:00:00,Cheese,7210,687.0,73.0
2023-03-03 23:00:00,ChocoMilk Deluxe,3281,233.0,95.69
2023-03-04 00:00:00,Milk,9999,325.5,79.73
2023-03-04 01:00:00,ChocoMilk Deluxe,7680,486.0,97.92
2023-03-04 02:00:00,Milk,5813,120.0,79.69
2023-03-04 03:00:00,Cheese,7620,400.5,72.82
2023-03-04 04:00:00,ChocoMilk Deluxe,1302,280.5,76.61
2023-03-04 05:00:00,ChocoMilk Deluxe,7263,559.5,74.35
2023-03-04 06:00:00,Yogurt,8853,313.5,70.6
2023-03-04 07:00:00,Cheese,9634,240.0,86.57
2023-03-04 08:00:00,ChocoMilk Deluxe,2453,315.0,76.45
2023-03-04 09:00:00,ChocoMilk Deluxe,1344,202.0,82.94
2023-03-04 10:00:00,Cheese,4240,78.0,75.4
2023-03-04 11:00:00,Milk,5014,488.0,86.69
2023-03-04 12:00:00,Yogurt,7460,309.0,84.8
2023-03-04 13:00:00,Milk,1708,290.0,92.54
2023-03-04 14:00:00,Milk,7891,339.0,91.81
2023-03-04 15:00:00,Cheese,1661,32.0,92.6
2023-03-04 16:00:00,Yogurt,6737,613.5,71.44
2023-03-04 17:00:00,Milk,3715,179.0,97.02
2023-03-04 18:00:00,Yogurt,6166,274.5,75.19
2023-03-04 19:00:00,Cheese,2228,51.0,72.05
2023-03-04 20:00:00,Cheese,8396,344.0,94.13
2023-03-04 21:00:00,Yogurt,3373,717.0,74.37
2023-03-04 22:00:00,Yogurt,7170,326.0,98.15
2023-03-04 23:00:00,Cheese,9660,702.0,74.39
2023-03-05 00:00:00,Milk,4717,442.0,95.03
2023-03-05 01:00:00,Yogurt,7343,58.0,91.74
2023-03-05 02:00:00,ChocoMilk Deluxe,7061,485.0,96.92
2023-03-05 03:00:00,Yogurt,1460,486.0,81.65
2023-03-05 04:00:00,Cheese,2821,501.0,76.34
2023-03-05 05:00:00,Cheese,6280,339.0,91.28
2023-03-05 06:00:00,Milk,9138,481.0,96.53
2023-03-05 07:00:00,Cheese,3926,327.0,70.65
2023-03-05 08:00:00,Milk,8979,280.5,77.85
2023-03-05 09:00:00,Milk,2671,366.0,86.48
2023-03-05 10:00:00,Cheese,2839,104.0,92.01
2023-03-05 11:00:00,Cheese,5994,416.0,87.68
2023-03-05 12:00:00,ChocoMilk Deluxe,4641,59.0,90.8
2023-03-05 13:00:00,ChocoMilk Deluxe,4111,400.0,89.09
2023-03-05 14:00:00,Unicorn Cheese,3411,0.0,100.0
2023-03-05 15:00:00,Yogurt,1522,158.0,94.19
2023-03-05 16:00:00,Cheese,8393,664.5,74.87
2023-03-05 17:00:00,Milk,3966,488.0,91.1
2023-03-05 18:00:00,Cheese,4414,258.0,98.24
2023-03-05 19:00:00,Cheese,7790,324.0,80.02
2023-03-05 20:00:00,Yogurt,2121,372.0,80.55
2023-03-05 21:00:00,Yogurt,6176,239.0,86.77
2023-03-05 22:00:00,ChocoMilk Deluxe,6719,744.0,76.35
2023-03-05 23:00:00,Cheese,2025,705.0,74.43
2023-03-06 00:00:00,Milk,3680,140.0,93.57
2023-03-06 01:00:00,Cheese,9333,285.0,81.55
2023-03-06 02:00:00,Cheese,6440,595.5,72.17
2023-03-06 03:00:00,Yogurt,4104,372.0,94.99
2023-03-06 04:00:00,Milk,3778,418.0,96.64
2023-03-06 05:00:00,Yogurt,8102,327.0,97.05
2023-03-06 06:00:00,Milk,8501,17.0,85.86
2023-03-06 07:00:00,Milk,3529,630.0,72.85
2023-03-06 08:00:00,Yogurt,4720,389.0,99.39
2023-03-06 09:00:00,Milk,1115,72.0,99.18
2023-03-06 10:00:00,Yogurt,5605,444.0,73.01
2023-03-06 11:00:00,Yogurt,9281,260.0,95.99
2023-03-06 12:00:00,Milk,8827,45.0,80.33
2023-03-06 13:00:00,ChocoMilk Deluxe,8811,177.0,95.31
2023-03-06 14:00:00,Yogurt,4803,389.0,80.57
2023-03-06 15:00:00,Yogurt,6631,94.0,91.04
2023-03-06 16:00:00,Cheese,2001,465.0,76.32
2023-03-06 17:00:00,Yogurt,6019,156.0,99.97
2023-03-06 18:00:00,Milk,8884,63.0,98.67
2023-03-06 19:00:00,Cheese,5897,156.0,79.96
2023-03-06 20:00:00,Yogurt,4531,27.0,85.29
2023-03-06 21:00:00,Milk,1389,549.0,71.81
2023-03-06 22:00:00,Cheese,4097,326.0,96.31
2023-03-06 23:00:00,ChocoMilk Deluxe,4098,6.0,70.69
2023-03-07 00:00:00,ChocoMilk Deluxe,8557,38.0,91.28
2023-03-07 01:00:00,Yogurt,9484,165.0,72.04
2023-03-07 02:00:00,Yogurt,2357,412.5,75.7
2023-03-07 03:00:00,Cheese,7797,267.0,92.96
2023-03-07 04:00:00,ChocoMilk Deluxe,2320,52.0,84.45
2023-03-07 05:00:00,Milk,1690,59.0,83.87
2023-03-07 06:00:00,Yogurt,5497,319.5,70.49
2023-03-07 07:00:00,Yogurt,9526,346.0,90.13
2023-03-07 08:00:00,Yogurt,1911,598.5,77.19
2023-03-07 09:00:00,Yogurt,4305,354.0,79.5
2023-03-07 10:00:00,Cheese,9717,289.0,98.38
2023-03-07 11:00:00,Milk,4725,49.0,81.51
2023-03-07 12:00:00,ChocoMilk Deluxe,5448,42.0,94.81
2023-03-07 13:00:00,Cheese,5136,464.0,99.13
2023-03-07 14:00:00,Cheese,8814,21.0,92.48
2023-03-07 15:00:00,Yogurt,8438,450.0,82.88
2023-03-07 16:00:00,Cheese,7846,111.0,70.39
2023-03-07 17:00:00,Milk,7027,289.0,84.18
2023-03-07 18:00:00,Cheese,7495,41.0,84.71
2023-03-07 19:00:00,ChocoMilk Deluxe,3168,694.5,71.62
2023-03-07 20:00:00,Cheese,8352,459.0,84.46
2023-03-07 21:00:00,Yogurt,6893,338.0,93.21
2023-03-07 22:00:00,Yogurt,6537,395.0,99.98
2023-03-07 23:00:00,Cheese,8603,317.0,96.83
2023-03-08 00:00:00,ChocoMilk Deluxe,3191,227.0,89.47
2023-03-08 01:00:00,ChocoMilk Deluxe,8209,140.0,94.76
2023-03-08 02:00:00,ChocoMilk Deluxe,1304,355.5,77.63
2023-03-08 03:00:00,ChocoMilk Deluxe,5698,187.0,90.07
2023-03-08 04:00:00,Yogurt,6362,246.0,90.07
2023-03-08 05:00:00,ChocoMilk Deluxe,5814,382.0,84.63
2023-03-08 06:00:00,Milk,7237,377.0,83.15
2023-03-08 07:00:00,Milk,4568,630.0,76.91
2023-03-08 08:00:00,Milk,6558,434.0,84.22
2023-03-08 09:00:00,Yogurt,7360,155.0,85.05
2023-03-08 10:00:00,Cheese,2615,222.0,94.98
2023-03-08 11:00:00,ChocoMilk Deluxe,2646,4.5,78.55
2023-03-08 12:00:00,Yogurt,3171,339.0,86.81
2023-03-08 13:00:00,Milk,5986,322.0,90.67
2023-03-08 14:00:00,Milk,9181,526.5,74.65
2023-03-08 15:00:00,Yogurt,6375,29.0,83.43
2023-03-08 16:00:00,Cheese,2953,373.5,78.28
2023-03-08 17:00:00,Milk,7865,52.5,70.07
2023-03-08 18:00:00,Milk,7379,83.0,92.64
2023-03-08 19:00:00,ChocoMilk Deluxe,8413,286.0,92.04
2023-03-08 20:00:00,Yogurt,3602,393.0,78.71
2023-03-08 21:00:00,Yogurt,3289,450.0,70.59
2023-03-08 22:00:00,Cheese,3142,314.0,98.21
2023-03-08 23:00:00,Cheese,2529,324.0,89.72
2023-03-09 00:00:00,Yogurt,1236,218.0,91.32
2023-03-09 01:00:00,ChocoMilk Deluxe,4461,281.0,92.65
2023-03-09 02:00:00,Cheese,7985,666.0,75.45
2023-03-09 03:00:00,Cheese,7001,214.0,94.22
2023-03-09 04:00:00,Milk,5550,105.0,95.59
2023-03-09 05:00:00,Cheese,8351,169.0,82.75
2023-03-09 06:00:00,Yogurt,4432,457.0,81.01
2023-03-09 07:00:00,Milk,6868,99.0,99.94
2023-03-09 08:00:00,Yogurt,4027,400.5,75.59
2023-03-09 09:00:00,Milk,5195,589.5,76.82
2023-03-09 10:00:00,Milk,7567,286.0,94.42
2023-03-09 11:00:00,ChocoMilk Deluxe,2434,57.0,75.86
2023-03-09 12:00:00,Cheese,6332,156.0,81.16
2023-03-09 13:00:00,Yogurt,7227,172.0,82.46
2023-03-09 14:00:00,Cheese,9730,126.0,85.09
2023-03-09 15:00:00,Cheese,9086,58.5,75.67
2023-03-09 16:00:00,Milk,4914,440.0,84.35
2023-03-09 17:00:00,Yogurt,5485,25.0,88.75
2023-03-09 18:00:00,Cheese,3194,477.0,90.51
2023-03-09 19:00:00,Cheese,4214,219.0,83.59
2023-03-09 20:00:00,Milk,5912,163.0,86.32
2023-03-09 21:00:00,Yogurt,2884,594.0,75.68
2023-03-09 22:00:00,Milk,1689,231.0,99.75
2023-03-09 23:00:00,Cheese,8601,579.0,79.19
2023-03-10 00:00:00,Milk,3764,499.5,71.03
2023-03-10 01:00:00,Milk,2464,78.0,70.92
2023-03-10 02:00:00,Milk,5247,218.0,82.54
2023-03-10 03:00:00,Milk,1907,202.0,90.67
2023-03-10 04:00:00,Cheese,9737,381.0,70.04
2023-03-10 05:00:00,Yogurt,2484,405.0,98.73
2023-03-10 06:00:00,Yogurt,3328,457.5,70.11
2023-03-10 07:00:00,Milk,4796,492.0,88.19
2023-03-10 08:00:00,Cheese,8635,13.0,80.03
2023-03-10 09:00:00,Yogurt,5982,477.0,85.81
2023-03-10 10:00:00,Milk,4402,36.0,78.14
2023-03-10 11:00:00,ChocoMilk Deluxe,4937,361.5,76.19
2023-03-10 12:00:00,Cheese,9465,249.0,84.34
2023-03-10 13:00:00,Yogurt,6822,727.5,72.08
2023-03-10 14:00:00,ChocoMilk Deluxe,5747,351.0,92.69
2023-03-10 15:00:00,Yogurt,8207,414.0,84.4
2023-03-10 16:00:00,Milk,7770,353.0,89.74
2023-03-10 17:00:00,Yogurt,6564,74.0,99.31
2023-03-10 18:00:00,Yogurt,9279,331.5,74.33
2023-03-10 19:00:00,Cheese,9100,273.0,82.61
2023-03-10 20:00:00,Milk,7309,299.0,94.13
2023-03-10 21:00:00,Unicorn Cheese,2568,0.0,100.0
2023-03-10 22:00:00,Yogurt,4211,161.0,98.63
2023-03-10 23:00:00,Yogurt,2728,27.0,82.49
2023-03-11 00:00:00,Yogurt,2934,83.0,89.38
2023-03-11 01:00:00,Cheese,7733,345.0,97.03
2023-03-11 02:00:00,Milk,2580,92.0,97.4
2023-03-11 03:00:00,Cheese,8223,621.0,77.38
2023-03-11 04:00:00,ChocoMilk Deluxe,9164,397.5,71.44
2023-03-11 05:00:00,Yogurt,1718,474.0,87.75
2023-03-11 06:00:00,Cheese,1348,441.0,83.67
2023-03-11 07:00:00,Milk,2532,420.0,81.37
2023-03-11 08:00:00,Yogurt,4202,138.0,81.01
2023-03-11 09:00:00,Milk,8218,400.5,74.82
2023-03-11 10:00:00,ChocoMilk Deluxe,6240,724.5,71.69
2023-03-11 11:00:00,Milk,8477,206.0,83.63
2023-03-11 12:00:00,Cheese,8594,460.0,82.19
2023-03-11 13:00:00,Yogurt,6218,571.5,72.32
2023-03-11 14:00:00,Cheese,5652,93.0,77.3
2023-03-11 15:00:00,ChocoMilk Deluxe,9186,96.0,97.8
2023-03-11 16:00:00,Milk,6829,45.0,95.27
2023-03-11 17:00:00,Yogurt,4025,160.0,81.56
2023-03-11 18:00:00,Milk,1285,46.5,71.22
2023-03-11 19:00:00,Cheese,3034,207.0,97.14
2023-03-11 20:00:00,Milk,2780,7.5,76.93
2023-03-11 21:00:00,Milk,5710,694.5,72.05
2023-03-11 22:00:00,Cheese,2289,76.0,83.03
