Month,Product_Type,Region,Sales_Amount
2023-02,Cheese,North,14907
2023-12,Yogurt,South,18066
2023-10,Milk,North,20972
2023-11,Milk,South,19037
2023-09,Cheese,East,19637
2023-07,Yogurt,North,29101
2023-06,Yogurt,South,19032
2023-01,Yogurt,South,12800
2023-01,Milk,East,12062
2023-02,Yogurt,South,25640
2023-06,Milk,North,5280
2023-06,Milk,North,15493
2023-02,Milk,South,11900
2023-01,Yogurt,North,27325
2023-10,Cheese,North,18793
2023-05,Milk,West,12845
2023-05,Yogurt,South,9716
2023-02,Cheese,East,21335
2023-06,ChocoMilk Deluxe,East,59010
2023-09,Cheese,North,26924
2023-02,Milk,South,9904
2023-10,ChocoMilk Deluxe,North,170610
2023-02,Milk,North,20978
2023-03,Yogurt,South,12318
2023-07,Cheese,East,18424
2023-06,Milk,West,21024
2023-12,Yogurt,West,8344
2023-08,Milk,North,18605
2023-08,ChocoMilk Deluxe,West,255060
2023-06,Milk,East,20438
2023-12,Cheese,North,15806
2023-11,Yogurt,South,26727
2023-10,Milk,West,18654
2023-03,Cheese,South,11410
2023-03,ChocoMilk Deluxe,East,235370
2023-01,Yogurt,North,13668
2023-07,Cheese,South,10215
2023-05,Yogurt,North,29228
2023-04,ChocoMilk Deluxe,West,287530
2023-10,Milk,North,19449
2023-04,Cheese,East,8681
2023-04,Milk,North,14575
2023-06,ChocoMilk Deluxe,North,190600
2023-08,Yogurt,West,15966
2023-08,ChocoMilk Deluxe,East,276730
2023-05,ChocoMilk Deluxe,South,212140
2023-06,Milk,North,16905
2023-04,Milk,North,14186
2023-12,Milk,South,26603
2023-11,Cheese,East,24813
2023-09,Yogurt,South,20221
2023-08,Yogurt,North,26214
2023-10,Cheese,North,21332
2023-12,Cheese,East,29454
2023-10,Yogurt,West,26203
2023-01,Milk,East,21220
2023-02,Milk,South,8228
2023-09,Yogurt,East,40956
2023-08,Cheese,South,24392
2023-03,ChocoMilk Deluxe,West,153420
2023-08,Cheese,West,8447
2023-12,Yogurt,South,12979
2023-01,Yogurt,North,22784
2023-10,Milk,South,28642
2023-04,Milk,South,11047
2023-03,Milk,East,15853
2023-06,Milk,West,18593
2023-07,Cheese,East,11058
2023-04,Yogurt,North,12153
2023-07,Yogurt,North,29259
2023-09,Yogurt,North,8224
2023-11,Milk,South,12406
2023-02,Yogurt,East,41256
2023-11,Cheese,South,12080
2023-03,ChocoMilk Deluxe,North,299180
2023-05,ChocoMilk Deluxe,West,261110
2023-03,Yogurt,East,21948
2023-11,Yogurt,South,13056
2023-08,Milk,East,30592
2023-12,Milk,South,6180
2023-10,ChocoMilk Deluxe,West,222630
2023-08,Cheese,West,13439
2023-08,Cheese,North,24606
2023-12,ChocoMilk Deluxe,West,242360
2023-12,Yogurt,South,7962
2023-09,Milk,South,17279
2023-04,Milk,North,31805
2023-05,Milk,North,9979
2023-05,Yogurt,West,29183
2023-08,Cheese,West,29692
2023-07,ChocoMilk Deluxe,South,134390
2023-09,Yogurt,South,24362
2023-08,Milk,South,5847
2023-02,Milk,North,21141
2023-10,Cheese,North,19045
2023-12,ChocoMilk Deluxe,North,263270
2023-04,Milk,East,20637
2023-06,ChocoMilk Deluxe,East,233740
2023-12,Cheese,North,8346
2023-02,Milk,West,22776
2023-07,ChocoMilk Deluxe,East,67460
2023-03,Milk,West,23977
2023-03,Yogurt,East,36216
2023-11,Milk,South,11961
2023-02,ChocoMilk Deluxe,South,96360
2023-11,ChocoMilk Deluxe,South,214060
2023-08,ChocoMilk Deluxe,West,270320
2023-06,Milk,East,24501
2023-01,Milk,East,6011
2023-12,Cheese,West,12782
2023-01,Milk,South,7291
2023-07,Yogurt,West,15132
2023-08,Cheese,South,23509
2023-05,Milk,North,13591
2023-12,Yogurt,East,29425
2023-11,ChocoMilk Deluxe,West,191910
2023-05,ChocoMilk Deluxe,West,172530
2023-04,Cheese,South,21890
2023-06,Cheese,West,26341
2023-06,Milk,South,8943
2023-03,Milk,South,19803
2023-09,Cheese,East,24969
2023-12,ChocoMilk Deluxe,South,96510
2023-11,Milk,South,6704
2023-07,Milk,West,15956
2023-01,Milk,West,22940
2023-07,Milk,South,32089
2023-05,Milk,South,11699
2023-05,Cheese,South,23512
2023-02,Cheese,North,19192
2023-04,Milk,South,12264
2023-12,Milk,North,6236
2023-06,Yogurt,West,8152
2023-10,Cheese,East,22080
2023-11,Milk,East,28174
2023-07,ChocoMilk Deluxe,East,135980
2023-11,Cheese,East,29149
2023-05,Yogurt,West,14771
2023-09,ChocoMilk Deluxe,East,167600
2023-03,Cheese,West,11385
2023-01,ChocoMilk Deluxe,West,73480
2023-04,ChocoMilk Deluxe,South,188420
2023-09,Milk,South,19758
2023-04,ChocoMilk Deluxe,East,165110
2023-02,Milk,South,4963
2023-10,Milk,North,23528
2023-05,ChocoMilk Deluxe,North,84250
2023-03,ChocoMilk Deluxe,West,286470
2023-12,Yogurt,South,6745
2023-09,Milk,East,8428
2023-04,Cheese,East,9428
2023-06,Yogurt,North,6071
2023-02,Milk,South,5568
2023-06,ChocoMilk Deluxe,North,218830
2023-03,Cheese,South,17234
2023-12,Milk,East,14519
2023-12,Milk,North,6794
2023-09,Cheese,South,11081
2023-11,Yogurt,East,18220
2023-02,Milk,South,23060
2023-12,Yogurt,East,32014
2023-12,Milk,West,22896
2023-09,Cheese,West,11745
2023-05,Yogurt,South,22204
2023-08,Milk,North,12771
2023-02,Yogurt,South,13765
2023-06,Yogurt,West,26629
2023-03,Yogurt,North,6698
2023-12,Cheese,West,26626
2023-12,ChocoMilk Deluxe,West,82560
2023-10,ChocoMilk Deluxe,North,293800
2023-05,Milk,North,8431
2023-12,Yogurt,West,6778
2023-08,Milk,East,5922
2023-10,Milk,North,7143
2023-01,Milk,West,19832
2023-05,ChocoMilk Deluxe,North,143650
2023-03,Yogurt,North,18913
2023-04,Milk,West,9173
2023-02,Milk,East,18439
2023-09,ChocoMilk Deluxe,South,53500
2023-03,Cheese,West,6926
2023-02,Cheese,East,7117
2023-10,ChocoMilk Deluxe,West,266500
2023-11,Yogurt,East,26161
2023-09,Milk,South,12916
2023-07,Cheese,South,18712
2023-06,ChocoMilk Deluxe,North,253430
2023-01,ChocoMilk Deluxe,North,102690
2023-05,Milk,South,22386
2023-12,Milk,West,22899
2023-11,Milk,South,12849
2023-11,Cheese,East,28761
2023-03,Yogurt,East,43930
2023-01,Milk,East,23016
2023-04,Yogurt,South,16153
2023-02,Yogurt,North,26150
2023-02,Yogurt,East,43258
2023-03,ChocoMilk Deluxe,East,91040
2023-08,Cheese,South,7701
2023-08,Cheese,East,28452
2023-12,Yogurt,South,7823
2023-07,ChocoMilk Deluxe,North,187190
2023-06,Milk,East,4189
2023-09,ChocoMilk Deluxe,East,175890
2023-04,Milk,East,15512
2023-12,Milk,South,30866
2023-01,Milk,South,34407
2023-08,ChocoMilk Deluxe,West,221470
2023-07,Cheese,North,11372
2023-07,Milk,West,15035
2023-03,ChocoMilk Deluxe,West,259970
2023-04,Yogurt,West,18255
2023-10,ChocoMilk Deluxe,South,100390
2023-09,Milk,East,13866
2023-06,Milk,East,15642
2023-05,Cheese,South,24607
2023-03,Yogurt,West,19959
2023-09,Yogurt,North,27222
2023-05,Yogurt,South,15084
2023-05,Yogurt,West,26960
2023-04,Milk,South,11424
2023-04,Yogurt,East,17721
2023-12,Cheese,East,25010
2023-01,Milk,East,10582
2023-07,Milk,West,21600
2023-09,Yogurt,South,6531
2023-03,ChocoMilk Deluxe,West,260830
2023-12,Milk,South,20506
2023-02,Milk,North,10858
2023-03,Milk,East,24241
2023-01,ChocoMilk Deluxe,North,139660
2023-06,Yogurt,East,29535
2023-11,ChocoMilk Deluxe,North,116220
2023-11,ChocoMilk Deluxe,West,110530
2023-07,Cheese,East,11711
2023-11,Milk,West,22686
2023-11,Cheese,West,18047
2023-02,Milk,South,13808
2023-08,Milk,East,10443
2023-06,Milk,North,12420
2023-04,Yogurt,North,21768
2023-05,Cheese,East,20066
2023-08,Cheese,South,24942
2023-03,Yogurt,East,28624
2023-03,Milk,West,6090
2023-11,Yogurt,South,13161
2023-04,Yogurt,West,11785
2023-01,Milk,East,14820
2023-09,Yogurt,South,7743
2023-08,Cheese,East,18564
2023-08,Milk,East,17229
2023-10,Milk,South,15488
2023-06,ChocoMilk Deluxe,South,263280
2023-07,Milk,East,14685
2023-06,Cheese,North,25169
2023-09,ChocoMilk Deluxe,South,192430
2023-03,Cheese,North,12958
2023-03,Milk,North,25732
2023-03,ChocoMilk Deluxe,North,261120
2023-10,Cheese,North,25506
2023-03,Yogurt,West,10123
2023-09,Yogurt,East,42484
2023-12,Yogurt,South,28781
2023-04,ChocoMilk Deluxe,East,186410
2023-07,ChocoMilk Deluxe,East,253820
2023-09,Yogurt,East,21631
2023-11,ChocoMilk Deluxe,East,203640
2023-12,ChocoMilk Deluxe,East,88490
2023-07,ChocoMilk Deluxe,South,164160
2023-09,Yogurt,East,9672
2023-12,Milk,East,6004
2023-03,Yogurt,East,42852
2023-04,Milk,West,12377
2023-08,Cheese,North,31052
2023-06,Milk,West,17854
2023-05,ChocoMilk Deluxe,East,273310
2023-04,Cheese,West,13369
2023-08,Yogurt,South,16934
2023-01,Yogurt,South,17461
2023-09,Milk,South,32990
2023-01,Yogurt,North,18042
2023-08,Yogurt,South,13814
2023-04,ChocoMilk Deluxe,North,220270
2023-09,Milk,South,4527
2023-11,Milk,West,10909
2023-05,Yogurt,West,18178
2023-03,Milk,West,4148
2023-09,Milk,West,25691
2023-11,Milk,North,9327
2023-09,Yogurt,South,6825
2023-04,Milk,East,34753
2023-11,Yogurt,West,11206
2023-04,ChocoMilk Deluxe,South,277970
2023-12,Yogurt,South,24545
2023-08,Cheese,South,8247
2023-02,Cheese,East,14166
2023-09,Milk,West,24691
2023-06,Milk,North,9798
2023-09,Milk,North,24593
2023-08,Cheese,East,26527
2023-07,Yogurt,East,31546
2023-01,ChocoMilk Deluxe,North,284100
2023-12,ChocoMilk Deluxe,North,261620
2023-03,Milk,West,15174
2023-11,Yogurt,North,23574
2023-02,Milk,North,32869
2023-05,Yogurt,North,11515
2023-05,Milk,East,15316
2023-05,ChocoMilk Deluxe,North,188940
2023-04,ChocoMilk Deluxe,North,197280
2023-05,Milk,West,21998
2023-03,Yogurt,South,14361
2023-12,Yogurt,East,25407
2023-01,Cheese,East,5200
2023-05,Yogurt,West,11871
2023-09,Yogurt,North,10244
2023-09,ChocoMilk Deluxe,South,122030
2023-04,Yogurt,West,21625
2023-03,Yogurt,South,26457
2023-01,ChocoMilk Deluxe,North,170300
2023-02,ChocoMilk Deluxe,South,162020
2023-08,Cheese,West,22973
2023-01,Milk,North,19777
2023-08,Yogurt,East,39366
2023-07,ChocoMilk Deluxe,South,266680
2023-08,Milk,North,29091
2023-12,Cheese,North,24425
2023-06,Milk,West,20742
2023-12,Yogurt,North,21346
2023-09,ChocoMilk Deluxe,West,232190
2023-03,Cheese,East,22395
2023-10,Cheese,South,11595
2023-04,ChocoMilk Deluxe,East,299080
2023-06,Milk,West,20240
2023-08,ChocoMilk Deluxe,East,87620
2023-05,Cheese,South,22249
2023-03,Yogurt,East,20952
2023-06,Cheese,North,21953
2023-04,Yogurt,South,27864
2023-09,ChocoMilk Deluxe,East,294070
2023-03,ChocoMilk Deluxe,South,219640
2023-04,ChocoMilk Deluxe,East,183760
2023-07,Milk,North,6562
2023-07,Cheese,West,19623
2023-12,Cheese,East,27471
2023-12,ChocoMilk Deluxe,South,70530
2023-04,Cheese,East,17036
2023-06,ChocoMilk Deluxe,West,268920
2023-12,ChocoMilk Deluxe,North,136290
2023-03,Yogurt,North,24572
2023-06,ChocoMilk Deluxe,West,69900
2023-12,ChocoMilk Deluxe,North,251310
2023-02,ChocoMilk Deluxe,East,244460
2023-08,Yogurt,South,8967
2023-02,ChocoMilk Deluxe,East,83810
2023-11,Milk,West,10174
2023-07,Yogurt,East,18682
2023-09,Milk,East,20833
2023-01,Milk,West,19057
2023-08,ChocoMilk Deluxe,South,211920
2023-07,Yogurt,North,27269
2023-06,Milk,West,31781
2023-06,Cheese,North,19236
2023-06,ChocoMilk Deluxe,North,178070
2023-09,ChocoMilk Deluxe,West,248830
2023-02,Milk,South,11421
2023-01,ChocoMilk Deluxe,West,222090
2023-12,Cheese,West,23675
2023-06,Yogurt,East,12627
2023-10,Yogurt,East,27670
2023-11,ChocoMilk Deluxe,West,53160
2023-08,ChocoMilk Deluxe,East,197980
2023-03,Milk,South,14213
2023-12,Yogurt,East,41178
2023-10,Cheese,South,26078
2023-01,Cheese,North,23083
2023-09,Yogurt,North,25337
2023-01,Cheese,South,24851
2023-03,Cheese,North,27549
2023-08,Milk,South,26022
2023-03,Yogurt,West,16709
2023-04,Yogurt,East,35751
2023-08,Cheese,North,29545
2023-01,ChocoMilk Deluxe,North,148990
2023-06,Milk,West,15608
2023-01,Yogurt,East,11560
2023-01,Yogurt,East,35917
2023-08,Milk,South,6034
2023-11,Milk,North,6375
2023-04,ChocoMilk Deluxe,East,165130
2023-12,Cheese,North,20002
2023-01,Cheese,North,22830
2023-10,Cheese,North,31474
2023-07,ChocoMilk Deluxe,North,147380
2023-05,Cheese,South,26925
2023-05,ChocoMilk Deluxe,East,258660
2023-01,Cheese,North,18827
2023-10,Cheese,East,8754
2023-11,Milk,West,33326
2023-06,ChocoMilk Deluxe,West,271810
2023-09,Yogurt,East,23928
2023-09,Cheese,South,16695
2023-08,Milk,South,9257
2023-05,Cheese,West,26162
2023-01,Milk,North,4413
2023-09,Cheese,West,20148
2023-01,ChocoMilk Deluxe,North,112020
2023-08,Yogurt,West,16115
2023-05,Milk,West,10339
2023-03,ChocoMilk Deluxe,South,74080
2023-11,ChocoMilk Deluxe,East,160250
2023-07,Cheese,East,11768
2023-07,Cheese,West,24113
2023-09,ChocoMilk Deluxe,South,238840
2023-07,Yogurt,North,28758
2023-11,Cheese,West,15699
2023-03,Yogurt,North,23679
2023-11,Milk,North,9932
2023-01,ChocoMilk Deluxe,South,122180
2023-08,Cheese,South,14292
2023-12,Yogurt,East,22105
2023-03,Milk,South,25968
2023-12,Cheese,West,11668
2023-08,Cheese,West,30341
2023-08,Cheese,North,28304
2023-05,Yogurt,East,24916
2023-12,Milk,North,29701
2023-01,Milk,North,7596
2023-10,Yogurt,East,33397
2023-07,Yogurt,North,10933
2023-12,Milk,East,10263
2023-10,Milk,North,8248
2023-05,ChocoMilk Deluxe,North,111370
2023-08,Milk,East,6074
2023-09,ChocoMilk Deluxe,West,146150
2023-11,Cheese,North,16511
2023-07,Yogurt,North,14601
2023-07,Milk,West,21241
2023-01,ChocoMilk Deluxe,East,81290
2023-04,Milk,East,22436
2023-02,Cheese,West,29980
2023-02,Milk,East,19492
2023-02,ChocoMilk Deluxe,South,81500
2023-04,ChocoMilk Deluxe,North,277120
2023-01,Cheese,East,18388
2023-04,Cheese,West,6294
2023-02,Yogurt,North,22523
2023-05,ChocoMilk Deluxe,West,254100
2023-03,Yogurt,East,17199
2023-12,ChocoMilk Deluxe,West,132060
2023-08,Cheese,West,21387
2023-04,Milk,North,10426
2023-01,Milk,North,5405
2023-01,Yogurt,East,15265
2023-12,Cheese,West,13542
2023-10,Milk,West,23561
2023-03,Milk,East,18058
2023-09,Cheese,West,12779
2023-07,Milk,West,18555
2023-02,Milk,West,17582
2023-09,ChocoMilk Deluxe,West,100110
2023-10,Cheese,South,19322
2023-02,Milk,East,6816
2023-03,Yogurt,East,15952
2023-11,ChocoMilk Deluxe,West,119940
2023-10,Yogurt,East,16804
2023-02,Milk,South,7648
2023-03,ChocoMilk Deluxe,West,164010
2023-06,Cheese,North,18306
2023-09,Cheese,South,11812
2023-09,Yogurt,North,14891
2023-07,Yogurt,East,28354
2023-12,Yogurt,East,36540
2023-03,ChocoMilk Deluxe,East,298900
2023-04,Yogurt,West,18357
2023-06,ChocoMilk Deluxe,South,166600
2023-11,Yogurt,South,26247
2023-05,Cheese,West,29459
2023-02,Cheese,West,27137
2023-06,Milk,East,6712
2023-03,Milk,South,21519
2023-08,Yogurt,East,33295
2023-02,Yogurt,South,16143
2023-01,Milk,West,28070
2023-09,Cheese,East,24257
2023-12,Milk,South,12821
2023-03,ChocoMilk Deluxe,West,285200
2023-11,Milk,North,22660
2023-01,Yogurt,East,16614
2023-07,Yogurt,South,17755
2023-10,Cheese,South,9769
2023-05,Milk,East,7805
2023-05,Cheese,South,13389
2023-01,ChocoMilk Deluxe,North,202510
2023-09,Yogurt,North,14189
2023-07,Yogurt,South,25416
2023-08,Yogurt,East,30115
2023-09,Milk,South,22975
2023-06,Milk,South,19275
2023-12,ChocoMilk Deluxe,North,227300
2023-05,ChocoMilk Deluxe,West,193570
2023-06,Yogurt,West,18384
2023-11,Yogurt,South,6719
2023-02,Cheese,East,15783
2023-04,Milk,North,14547
2023-03,Yogurt,West,26387
2023-07,ChocoMilk Deluxe,South,72550
2023-09,Cheese,East,17901
2023-05,Cheese,North,11141
2023-06,Milk,West,7728
2023-10,Milk,West,9339
2023-12,Cheese,West,26514
2023-12,ChocoMilk Deluxe,East,62980
2023-02,ChocoMilk Deluxe,East,66120
2023-03,ChocoMilk Deluxe,East,51070
2023-03,Yogurt,South,6353
2023-12,Cheese,North,6646
2023-12,ChocoMilk Deluxe,South,92200
2023-09,Cheese,North,22900
2023-07,ChocoMilk Deluxe,East,136030
2023-08,Yogurt,West,8020
2023-11,Cheese,East,6236
2023-10,Cheese,South,8902
2023-11,Cheese,East,14800
2023-09,Milk,East,15403
2023-06,Cheese,East,30374
2023-04,ChocoMilk Deluxe,West,289780
2023-12,Yogurt,North,17297
2023-01,Milk,North,27435
2023-08,Cheese,South,20303
2023-07,Yogurt,North,26438
2023-02,Cheese,East,25232
2023-08,Cheese,West,22069
2023-12,Yogurt,East,36295
2023-05,Cheese,East,8537
2023-07,Milk,South,9653
2023-04,Cheese,East,16622
2023-05,Cheese,East,25135
2023-08,Milk,South,12665
2023-01,Cheese,North,27385
2023-01,Cheese,North,12888
2023-04,ChocoMilk Deluxe,North,238370
2023-03,Yogurt,South,11562
2023-10,Yogurt,South,21152
2023-12,Cheese,West,14238
2023-02,Milk,West,29815
2023-12,Cheese,East,20467
2023-03,ChocoMilk Deluxe,East,239170
2023-11,Cheese,South,30669
2023-11,Yogurt,South,18330
2023-11,Milk,West,11556
2023-01,ChocoMilk Deluxe,East,266130
2023-01,ChocoMilk Deluxe,East,202140
2023-06,Milk,East,11798
2023-05,Yogurt,North,28126
2023-08,Milk,West,18762
2023-02,Yogurt,North,26516
2023-04,Milk,East,5875
2023-08,Milk,South,26186
2023-12,Milk,West,10557
2023-06,ChocoMilk Deluxe,North,143740
2023-01,ChocoMilk Deluxe,East,224300
2023-04,Milk,North,4977
2023-01,Yogurt,South,19028
2023-02,Milk,West,21252
2023-05,Milk,South,31188
2023-08,ChocoMilk Deluxe,South,72420
2023-08,Milk,West,16682
2023-11,Yogurt,East,33817
2023-03,Cheese,East,8557
2023-11,Milk,North,26726
2023-04,Cheese,East,11947
2023-10,ChocoMilk Deluxe,East,293890
2023-11,Yogurt,East,28741
2023-06,Milk,North,11507
2023-11,ChocoMilk Deluxe,West,191930
2023-11,ChocoMilk Deluxe,East,277430
2023-10,Milk,South,19328
2023-03,Cheese,East,15108
2023-02,Milk,East,21271
2023-06,Cheese,West,19878
2023-11,Yogurt,South,11466
2023-05,Milk,North,27220
2023-10,Milk,East,24694
2023-05,Cheese,East,30824
2023-10,Cheese,East,13658
2023-05,Yogurt,East,17334
2023-10,Yogurt,South,28696
2023-12,Milk,West,21005
2023-05,Cheese,West,28925
2023-03,Milk,East,29007
2023-07,ChocoMilk Deluxe,North,97720
2023-06,Cheese,South,25113
2023-04,Milk,South,25328
2023-02,Milk,North,6874
2023-12,Milk,East,20012
2023-09,Milk,East,6697
2023-01,Yogurt,East,40084
2023-11,ChocoMilk Deluxe,North,149360
2023-04,Cheese,South,14416
2023-01,Yogurt,West,23424
2023-06,Yogurt,East,15181
2023-04,Cheese,North,14301
2023-05,Milk,North,19008
2023-05,Milk,East,5946
2023-09,ChocoMilk Deluxe,North,98000
2023-01,ChocoMilk Deluxe,East,296210
2023-02,Milk,East,22066
2023-06,Milk,East,19047
2023-05,Yogurt,South,28265
2023-11,Cheese,North,31404
2023-07,Yogurt,West,22300
2023-03,Milk,South,15736
2023-03,ChocoMilk Deluxe,East,60500
2023-10,Yogurt,North,22598
2023-02,Milk,West,8176
2023-03,Yogurt,East,12448
2023-10,Milk,North,28981
2023-01,Cheese,East,26903
2023-05,Yogurt,West,6081
2023-12,Cheese,North,15604
2023-05,Yogurt,West,9816
2023-12,Milk,East,9753
2023-11,Yogurt,East,17508
2023-07,Cheese,West,14116
2023-04,Yogurt,South,25975
2023-03,Milk,South,13955
2023-01,Cheese,North,27141
2023-12,Cheese,North,30209
2023-08,Cheese,South,22158
2023-03,Cheese,West,25753
2023-02,Cheese,East,24889
2023-11,ChocoMilk Deluxe,East,227540
2023-04,Milk,North,4422
2023-03,Yogurt,North,13823
2023-01,Yogurt,East,38941
2023-03,Cheese,South,24153
2023-12,Yogurt,North,13404
2023-02,ChocoMilk Deluxe,East,71950
2023-08,Cheese,North,23103
2023-06,ChocoMilk Deluxe,South,277870
2023-09,Milk,West,28107
2023-08,Yogurt,North,25810
2023-10,Cheese,East,10544
2023-03,Cheese,South,26277
2023-05,Yogurt,East,43374
2023-07,Cheese,South,24177
2023-05,Cheese,West,11800
2023-08,Cheese,West,7866
2023-12,Yogurt,East,8518
2023-05,Cheese,West,27964
2023-01,Cheese,North,16585
2023-05,Milk,South,23865
2023-04,Yogurt,South,22586
2023-06,Yogurt,South,13248
2023-03,Milk,West,26366
2023-11,Milk,West,24730
2023-05,Milk,North,12588
2023-02,ChocoMilk Deluxe,West,55830
2023-11,Yogurt,South,25482
2023-06,Milk,North,8262
2023-12,ChocoMilk Deluxe,North,151230
2023-06,Milk,South,30134
2023-05,Milk,East,12276
2023-06,ChocoMilk Deluxe,West,207060
2023-11,ChocoMilk Deluxe,West,290570
2023-07,Yogurt,South,7610
2023-12,Cheese,East,17389
2023-05,Cheese,West,15698
2023-01,ChocoMilk Deluxe,East,82050
2023-08,Yogurt,South,15123
2023-04,Milk,South,6300
2023-09,Cheese,East,6304
2023-10,ChocoMilk Deluxe,South,103450
2023-12,ChocoMilk Deluxe,South,270410
2023-06,Yogurt,North,13121
2023-01,Yogurt,East,11458
2023-03,Milk,West,18210
2023-03,Yogurt,West,8092
2023-10,Yogurt,North,26843
2023-12,Milk,South,5452
2023-12,ChocoMilk Deluxe,South,99690
2023-04,ChocoMilk Deluxe,North,139450
2023-06,Milk,North,12273
2023-07,ChocoMilk Deluxe,South,197140
2023-10,Yogurt,East,43623
2023-04,Yogurt,North,9490
2023-06,ChocoMilk Deluxe,East,86610
2023-11,Milk,West,12289
2023-01,Yogurt,South,5642
2023-08,Cheese,East,26893
2023-07,Yogurt,East,38410
2023-11,Cheese,South,24626
2023-11,Milk,South,15011
2023-09,Cheese,West,19993
2023-03,Milk,South,14922
2023-02,Milk,East,22452
2023-01,Milk,North,16825
2023-03,Yogurt,South,9481
2023-05,ChocoMilk Deluxe,South,253240
2023-11,ChocoMilk Deluxe,North,266860
2023-02,ChocoMilk Deluxe,South,109060
2023-12,ChocoMilk Deluxe,South,186280
2023-03,Milk,North,6807
2023-04,Yogurt,East,31537
2023-07,Yogurt,West,23338
2023-03,Milk,West,6688
2023-09,Yogurt,West,14246
2023-08,Cheese,East,6514
2023-04,ChocoMilk Deluxe,West,182270
2023-01,Yogurt,East,31527
2023-01,ChocoMilk Deluxe,South,120170
2023-01,Milk,West,27284
2023-01,Milk,North,14971
2023-08,ChocoMilk Deluxe,East,212170
2023-03,Milk,West,9442
2023-06,Cheese,North,25668
2023-03,Yogurt,West,20687
2023-11,ChocoMilk Deluxe,East,120150
2023-05,Milk,East,17884
2023-07,Milk,South,26656
2023-02,Cheese,East,20284
2023-06,Cheese,West,24557
2023-06,Cheese,East,11372
2023-11,ChocoMilk Deluxe,North,63210
2023-03,Yogurt,South,24598
2023-06,ChocoMilk Deluxe,South,167980
2023-10,Milk,East,19039
2023-10,Yogurt,West,29844
2023-05,ChocoMilk Deluxe,South,237620
2023-12,Yogurt,West,10291
2023-02,Milk,West,13209
2023-09,ChocoMilk Deluxe,North,284750
2023-08,Cheese,South,9586
2023-03,ChocoMilk Deluxe,East,93300
2023-08,Milk,West,22476
2023-09,Yogurt,South,17593
2023-03,ChocoMilk Deluxe,South,91820
2023-03,Cheese,West,11652
2023-02,Milk,East,5138
2023-08,Milk,South,18285
2023-10,Milk,South,13124
2023-01,Cheese,East,22419
2023-08,Yogurt,West,23208
2023-07,Milk,West,15151
2023-07,Milk,West,31408
2023-03,Cheese,West,9912
2023-01,Cheese,East,17016
2023-04,Yogurt,North,18565
2023-09,Yogurt,East,37539
2023-05,ChocoMilk Deluxe,East,182390
2023-01,Milk,West,24539
2023-05,Cheese,South,9696
2023-08,Cheese,East,26498
2023-08,Milk,West,23958
2023-05,Yogurt,South,18927
2023-12,ChocoMilk Deluxe,East,136430
2023-09,Milk,North,24733
2023-01,Milk,North,28335
2023-04,Yogurt,West,7152
2023-03,Yogurt,South,15915
2023-02,Cheese,South,21739
2023-08,Yogurt,West,23825
2023-07,ChocoMilk Deluxe,West,225220
2023-09,Milk,South,16602
2023-02,Milk,North,11031
2023-04,Milk,North,15585
2023-06,Yogurt,East,13714
2023-11,Cheese,East,20344
2023-03,ChocoMilk Deluxe,South,106940
2023-08,Yogurt,North,7273
2023-03,Cheese,East,17231
2023-12,Milk,North,28784
2023-02,Yogurt,North,14421
2023-03,Milk,South,9723
2023-11,ChocoMilk Deluxe,North,160080
2023-06,Cheese,South,17862
2023-02,Milk,East,10052
2023-08,Yogurt,West,14432
2023-01,Milk,North,18361
2023-07,Yogurt,West,13647
2023-02,Milk,West,22250
2023-10,Yogurt,South,20653
2023-12,Cheese,North,26078
2023-06,Cheese,North,7566
2023-12,Yogurt,East,23215
2023-02,Milk,West,13106
2023-02,Cheese,West,15922
2023-10,Cheese,South,9409
2023-08,Cheese,North,20701
2023-12,ChocoMilk Deluxe,North,194890
2023-02,Milk,West,12458
2023-07,Yogurt,East,15318
2023-03,Cheese,West,26331
2023-08,Cheese,North,14644
2023-07,Yogurt,South,14064
2023-08,Milk,South,17926
2023-07,Yogurt,South,28187
2023-11,Milk,North,25449
2023-06,Cheese,North,12333
2023-07,Yogurt,South,7806
2023-05,Milk,North,11908
2023-07,Yogurt,East,25905
2023-01,Milk,South,16746
2023-01,Yogurt,East,15447
2023-09,Cheese,East,23056
2023-05,Yogurt,North,25123
2023-05,ChocoMilk Deluxe,North,83780
2023-03,Cheese,South,27299
2023-05,Milk,North,17078
2023-03,ChocoMilk Deluxe,East,144030
2023-09,Milk,North,13932
2023-09,Yogurt,South,6618
2023-06,ChocoMilk Deluxe,West,138470
2023-01,Yogurt,West,15518
2023-07,Milk,North,4854
2023-07,Milk,West,5471
2023-10,Milk,East,16399
2023-10,Cheese,West,18657
2023-04,Milk,West,22363
2023-08,Yogurt,East,42844
2023-06,Cheese,South,25747
2023-04,ChocoMilk Deluxe,West,91520
2023-04,ChocoMilk Deluxe,West,209630
2023-02,ChocoMilk Deluxe,West,219850
2023-02,Milk,South,7688
2023-12,Yogurt,North,7780
2023-04,Cheese,North,30383
2023-05,Milk,South,21405
2023-08,Yogurt,East,42987
2023-06,ChocoMilk Deluxe,North,238570
2023-04,Milk,South,14887
2023-11,Milk,South,15521
2023-07,Milk,East,27733
2023-08,Yogurt,South,18230
2023-02,ChocoMilk Deluxe,North,292130
2023-12,Milk,North,10931
2023-07,Cheese,South,30765
2023-02,ChocoMilk Deluxe,South,72080
