Customer_ID,Age,Gender,Region,Total_Purchases,Satisfaction_Score,Churn
7655,67,Female,South,1,1.4,True
7656,22,Male,North,76,1.1,False
7657,25,Female,South,10,4.6,False
7658,63,Female,South,78,4.6,False
7659,44,Male,North,43,3.4,False
7660,42,Male,West,96,4.9,False
7661,69,Male,South,69,3.4,False
7662,43,Female,South,41,4.3,False
7663,62,Male,West,56,1.4,False
7664,40,Male,East,76,4.6,False
7665,58,Female,East,75,2.9,False
7666,40,Female,West,99,4.7,False
7667,46,Female,West,84,3.5,False
7668,50,Female,West,47,2.8,False
7669,35,Male,East,40,1.3,False
7670,24,Female,South,56,2.9,False
7671,49,Female,North,6,1.2,True
7672,58,Male,North,76,4.2,False
7673,24,Female,North,35,1.4,False
7674,25,Female,North,72,2.1,False
7675,67,Male,West,82,2.8,False
7676,38,Female,East,40,3.5,False
7677,59,Female,South,80,3.6,False
7678,34,Female,West,10,1.4,True
7679,68,Male,East,79,1.5,False
7680,50,Female,North,8,5.0,False
7681,47,Male,North,79,4.4,False
7682,19,Male,North,62,2.3,False
7683,63,Male,West,68,3.2,False
7684,53,Female,West,95,3.8,False
7685,39,Male,East,60,1.7,False
7686,49,Male,South,73,1.5,False
7687,66,Female,West,38,3.0,False
7688,42,Female,North,57,2.3,False
7689,66,Male,South,79,2.9,False
7690,25,Female,South,51,1.7,False
7691,50,Male,East,56,1.4,False
7692,46,Female,East,63,4.9,False
7693,34,Female,South,25,1.4,False
7694,57,Female,South,60,4.4,False
7695,62,Female,East,65,2.8,False
7696,19,Female,West,91,2.8,False
7697,66,Female,South,41,2.8,False
7698,56,Male,South,64,1.2,False
7699,65,Male,South,90,1.2,False
7700,66,Male,North,11,1.5,True
7701,48,Female,North,44,4.0,False
7702,21,Male,West,50,2.1,False
7703,59,Female,East,44,3.6,False
7704,43,Female,West,85,2.4,False
7705,26,Female,West,48,4.0,False
7706,48,Male,West,31,4.5,False
7707,27,Female,North,99,2.9,False
7708,68,Male,East,33,1.2,False
7709,23,Female,East,21,3.8,False
7710,61,Female,West,92,2.7,False
7711,43,Male,West,61,4.2,False
7712,28,Female,South,7,4.7,False
7713,32,Male,East,28,4.6,False
7714,37,Female,North,29,4.4,False
7715,31,Male,North,50,1.4,False
7716,61,Female,West,2,4.1,False
7717,68,Male,East,11,3.7,False
7718,38,Female,North,3,2.1,True
7719,61,Female,South,10,1.9,True
7720,44,Male,South,24,4.6,False
7721,47,Female,South,86,5.0,False
7722,24,Female,West,74,4.1,False
7723,54,Female,East,23,1.6,False
7724,32,Female,North,45,3.2,False
7725,33,Male,East,67,2.1,False
7726,60,Male,North,66,2.1,False
7727,37,Male,West,21,1.5,False
7728,66,Female,East,72,1.7,False
7729,55,Male,North,48,2.8,False
7730,37,Male,East,17,1.4,True
7731,39,Male,South,17,1.6,True
7732,23,Male,East,84,1.5,False
7733,61,Female,West,56,2.2,False
7734,69,Female,North,70,4.8,False
7735,57,Male,North,87,1.2,False
7736,37,Female,East,58,2.0,False
7737,22,Female,West,72,4.6,False
7738,28,Male,East,98,1.4,False
7739,19,Male,West,93,4.2,False
7740,47,Male,West,54,1.2,False
7741,25,Female,North,52,1.9,False
7742,57,Female,South,81,4.5,False
7743,25,Male,East,44,1.0,False
7744,34,Male,North,26,2.9,False
7745,56,Male,East,65,3.9,False
7746,52,Female,South,69,2.4,False
7747,47,Male,North,19,1.7,True
7748,18,Male,West,13,1.3,True
7749,22,Male,West,94,4.5,False
7750,33,Female,North,57,4.1,False
7751,53,Male,North,33,3.7,False
7752,32,Female,West,55,4.2,False
7753,66,Male,West,22,3.2,False
7754,34,Female,East,68,4.5,False
7755,30,Male,North,26,3.0,False
7756,41,Female,North,87,2.6,False
7757,60,Female,North,84,3.1,False
7758,65,Male,North,38,4.9,False
7759,21,Male,North,3,3.7,False
7760,64,Female,West,44,1.7,False
7761,61,Female,East,65,2.7,False
7762,63,Female,West,28,3.9,False
7763,30,Female,South,77,2.7,False
7764,26,Male,South,14,3.7,False
7765,43,Male,West,46,1.2,False
7766,64,Male,South,25,2.6,False
7767,33,Male,West,14,2.2,True
7768,59,Male,North,62,3.4,False
7769,54,Female,West,99,1.4,False
7770,60,Male,West,46,2.8,False
7771,23,Female,East,97,3.4,False
7772,28,Male,South,9,1.4,True
7773,19,Male,West,51,3.1,False
7774,47,Male,East,6,4.0,False
7775,36,Male,North,3,3.3,False
7776,40,Male,North,38,1.2,False
7777,64,Female,East,41,3.1,False
7778,29,Male,North,3,2.0,True
7779,56,Male,South,79,4.5,False
7780,23,Male,East,45,3.4,False
7781,60,Male,South,28,1.6,False
7782,53,Female,West,57,3.5,False
7783,63,Female,South,56,3.4,False
7784,59,Female,North,36,1.2,False
7785,32,Male,South,65,2.8,False
7786,53,Female,South,95,3.9,False
7787,30,Female,West,78,2.6,False
7788,25,Male,West,95,2.7,False
7789,42,Male,North,59,1.2,False
7790,41,Female,East,85,2.2,False
7791,48,Male,North,95,4.8,False
7792,57,Female,South,1,4.3,False
7793,30,Male,North,90,1.3,False
7794,46,Male,East,64,2.2,False
7795,49,Male,West,79,3.3,False
7796,60,Female,West,67,1.3,False
7797,54,Male,South,14,3.8,False
7798,35,Male,North,28,3.8,False
7799,43,Female,North,7,3.3,False
7800,35,Male,West,52,3.8,False
7801,51,Male,West,46,1.2,False
7802,48,Female,North,51,2.0,False
7803,32,Male,North,95,2.4,False
7804,54,Male,West,52,4.7,False
7805,37,Male,West,46,4.7,False
7806,45,Female,North,8,4.6,False
7807,21,Male,East,50,2.4,False
7808,25,Female,North,53,4.9,False
7809,35,Female,North,43,1.4,False
7810,49,Female,North,73,2.9,False
7811,40,Female,West,33,2.5,False
7812,32,Female,East,31,3.8,False
7813,61,Male,South,38,3.4,False
7814,24,Female,West,30,4.0,False
7815,65,Female,East,40,4.6,False
7816,48,Male,South,65,3.8,False
7817,49,Male,South,36,3.8,False
7818,57,Female,East,62,1.3,False
7819,31,Female,West,45,1.5,False
7820,36,Female,North,76,2.5,False
7821,67,Female,East,24,2.7,False
7822,57,Female,North,24,1.6,False
7823,33,Male,West,94,1.5,False
7824,26,Female,West,53,2.7,False
7825,18,Male,West,36,2.7,False
7826,42,Female,South,31,4.2,False
7827,25,Male,West,47,2.2,False
7828,56,Female,South,91,3.9,False
7829,49,Male,South,7,4.1,False
7830,25,Male,North,51,2.6,False
7831,30,Female,South,95,3.6,False
7832,20,Female,South,28,2.8,False
7833,19,Female,West,65,2.6,False
7834,62,Male,South,25,2.3,False
7835,45,Female,West,9,4.0,False
7836,21,Male,West,37,2.6,False
7837,40,Male,South,79,3.0,False
7838,51,Male,North,37,3.5,False
7839,24,Male,South,88,3.9,False
7840,47,Female,North,18,1.4,True
7841,26,Female,North,60,3.4,False
7842,36,Male,North,31,3.1,False
7843,26,Female,East,27,4.2,False
7844,40,Female,East,18,2.2,True
7845,28,Male,South,80,4.2,False
7846,30,Male,West,71,4.0,False
7847,46,Male,South,36,4.3,False
7848,48,Female,West,18,1.7,True
7849,25,Male,East,71,4.5,False
7850,63,Male,West,38,2.8,False
7851,36,Male,North,47,3.0,False
7852,22,Female,North,65,1.9,False
7853,65,Female,South,36,4.4,False
7854,44,Male,North,46,1.9,False
7855,56,Female,North,87,3.2,False
7856,31,Male,South,45,1.8,False
7857,39,Female,South,7,2.6,True
7858,39,Female,West,5,4.5,False
7859,22,Male,South,90,1.1,False
7860,69,Male,South,76,3.3,False
7861,33,Male,South,68,4.2,False
7862,56,Male,East,21,2.3,False
7863,43,Female,South,49,3.6,False
7864,33,Male,South,40,2.1,False
7865,29,Female,West,76,4.6,False
7866,33,Male,West,42,2.1,False
7867,66,Male,South,72,3.5,False
7868,57,Male,South,31,1.6,False
7869,29,Male,North,24,1.6,False
7870,49,Female,East,25,4.7,False
7871,22,Female,North,52,1.2,False
7872,53,Male,West,35,1.7,False
7873,45,Male,East,68,4.3,False
7874,68,Female,South,69,2.3,False
7875,61,Male,North,69,3.8,False
7876,21,Male,East,16,2.7,True
7877,56,Male,North,95,2.7,False
7878,56,Female,East,80,2.2,False
7879,46,Female,East,42,3.7,False
7880,36,Female,East,53,1.6,False
7881,42,Female,West,46,2.7,False
7882,52,Male,West,42,3.6,False
7883,41,Female,North,18,4.7,False
7884,36,Male,North,17,1.5,True
7885,40,Male,North,4,1.5,True
7886,48,Female,North,33,3.9,False
7887,36,Female,South,71,1.5,False
7888,49,Female,West,27,3.7,False
7889,30,Female,South,28,1.2,False
7890,63,Female,South,75,2.2,False
7891,35,Female,West,50,3.5,False
7892,24,Male,West,50,3.7,False
7893,62,Male,North,80,4.3,False
7894,41,Male,South,82,4.4,False
7895,63,Male,West,83,1.2,False
7896,34,Female,West,14,1.1,True
7897,32,Female,South,76,1.1,False
7898,26,Male,South,93,4.0,False
7899,51,Female,North,29,5.0,False
7900,52,Female,West,51,4.1,False
7901,25,Female,South,66,1.5,False
7902,67,Male,South,22,4.0,False
7903,28,Female,South,15,3.9,False
7904,41,Female,East,51,4.3,False
7905,59,Female,North,20,1.8,False
7906,47,Female,West,55,4.0,False
7907,38,Male,East,44,3.0,False
7908,60,Male,West,66,2.6,False
7909,52,Female,East,83,1.8,False
7910,29,Male,West,37,4.7,False
7911,26,Male,North,29,3.4,False
7912,29,Female,West,83,4.7,False
7913,45,Female,East,83,2.4,False
7914,46,Male,East,29,2.2,False
7915,63,Female,West,41,2.3,False
7916,62,Female,West,12,2.7,True
7917,57,Female,West,90,2.5,False
7918,52,Male,West,45,2.4,False
7919,46,Female,South,51,1.3,False
7920,68,Male,South,90,3.3,False
7921,23,Female,West,11,4.5,False
7922,33,Female,South,83,1.4,False
7923,63,Male,West,67,2.7,False
7924,45,Male,North,57,3.5,False
7925,18,Female,East,37,2.8,False
7926,46,Female,North,42,3.2,False
7927,69,Male,East,23,1.8,False
7928,57,Male,North,62,4.8,False
7929,23,Female,East,45,2.3,False
7930,44,Male,East,86,2.2,False
7931,54,Male,East,82,2.8,False
7932,39,Male,South,33,1.3,False
7933,24,Female,South,92,4.9,False
7934,18,Male,East,9,2.9,True
7935,30,Female,West,35,2.8,False
7936,65,Female,East,35,4.9,False
7937,68,Male,East,85,2.8,False
7938,61,Male,West,47,4.3,False
7939,31,Female,South,64,1.3,False
7940,32,Male,East,53,1.7,False
7941,29,Female,West,25,3.1,False
7942,66,Female,West,39,4.9,False
7943,58,Male,West,8,3.9,False
7944,21,Male,West,54,1.7,False
7945,67,Female,North,11,4.8,False
7946,61,Female,East,39,2.9,False
7947,60,Female,South,43,3.5,False
7948,38,Male,South,54,4.9,False
7949,19,Male,North,84,3.7,False
7950,69,Male,West,7,3.1,False
7951,38,Female,North,50,4.4,False
7952,31,Female,West,75,4.8,False
7953,61,Female,North,87,4.9,False
7954,19,Male,South,58,4.9,False
7955,28,Female,West,44,2.7,False
7956,54,Female,East,29,4.0,False
7957,31,Female,East,87,3.9,False
7958,64,Male,North,64,1.1,False
7959,37,Male,West,42,3.2,False
7960,52,Female,West,1,3.5,False
7961,44,Male,North,49,1.5,False
7962,66,Female,West,60,4.7,False
7963,23,Male,South,47,1.1,False
7964,24,Female,North,16,1.4,True
7965,62,Male,North,97,2.6,False
7966,18,Female,South,48,5.0,False
7967,30,Female,East,67,1.1,False
7968,55,Female,East,33,1.9,False
7969,34,Female,East,43,2.4,False
7970,55,Female,West,3,4.6,False
7971,53,Male,West,91,4.3,False
7972,55,Female,North,3,1.3,True
7973,18,Male,South,65,3.5,False
7974,18,Female,West,8,4.7,False
7975,36,Female,North,32,2.0,False
7976,68,Male,South,83,2.9,False
7977,47,Female,South,60,3.0,False
7978,30,Female,East,20,4.6,False
7979,24,Female,East,77,2.1,False
7980,60,Female,South,62,2.4,False
7981,37,Male,North,74,4.6,False
7982,61,Female,West,19,3.5,False
7983,26,Female,South,60,4.8,False
7984,30,Male,West,85,4.7,False
7985,56,Male,South,71,3.6,False
7986,37,Male,East,90,2.1,False
7987,42,Female,West,51,2.6,False
7988,22,Male,East,5,3.0,False
7989,65,Female,West,58,1.5,False
7990,69,Female,North,51,2.0,False
7991,67,Male,West,57,2.8,False
7992,42,Female,East,51,4.2,False
7993,29,Male,West,20,2.4,False
7994,43,Female,South,89,1.8,False
7995,39,Female,North,95,4.4,False
7996,18,Male,North,30,4.5,False
7997,25,Female,North,60,1.8,False
7998,53,Female,North,84,2.6,False
7999,66,Female,East,16,1.7,True
8000,20,Male,East,44,4.5,False
8001,39,Female,North,26,1.6,False
8002,67,Male,East,2,4.5,False
8003,57,Male,East,91,1.6,False
8004,38,Male,West,58,1.3,False
8005,38,Female,West,37,1.2,False
8006,48,Female,East,5,3.9,False
8007,18,Male,West,62,4.3,False
8008,58,Male,South,28,2.8,False
8009,44,Female,West,54,4.4,False
8010,19,Female,South,75,1.7,False
8011,46,Male,North,46,2.3,False
8012,59,Male,East,22,4.2,False
8013,63,Male,North,13,1.6,True
8014,18,Female,North,44,2.8,False
8015,59,Male,South,66,1.5,False
8016,25,Male,West,19,2.0,True
8017,52,Male,East,68,3.5,False
8018,62,Female,West,66,3.8,False
8019,52,Female,East,28,2.0,False
8020,24,Female,West,68,3.8,False
8021,40,Male,South,41,4.9,False
8022,40,Female,West,12,1.8,True
8023,60,Male,South,90,1.2,False
8024,63,Male,North,71,2.6,False
8025,56,Female,East,85,3.2,False
8026,36,Female,West,31,2.0,False
8027,32,Male,West,30,2.3,False
8028,25,Female,West,44,1.1,False
8029,50,Male,East,51,2.8,False
8030,52,Male,East,76,3.8,False
8031,57,Male,East,36,4.7,False
8032,30,Male,South,17,3.5,False
8033,67,Male,West,59,3.6,False
8034,48,Female,East,54,4.5,False
8035,24,Male,North,50,4.8,False
8036,37,Female,West,79,2.3,False
8037,55,Female,East,68,3.7,False
8038,25,Male,East,58,2.9,False
8039,53,Male,North,80,3.7,False
8040,31,Female,East,72,3.0,False
8041,47,Male,West,57,1.1,False
8042,68,Male,South,16,3.7,False
8043,26,Male,North,36,3.3,False
8044,30,Female,South,1,3.2,False
8045,29,Female,West,57,4.7,False
8046,19,Female,East,47,4.0,False
8047,55,Male,East,62,1.2,False
8048,38,Female,South,78,3.3,False
8049,46,Female,East,77,2.3,False
8050,37,Female,West,85,2.0,False
8051,67,Male,North,85,4.6,False
8052,26,Female,South,43,4.8,False
8053,32,Female,South,64,1.2,False
8054,50,Male,West,42,2.0,False
8055,24,Female,West,37,4.2,False
8056,20,Female,North,23,4.0,False
8057,40,Male,West,80,1.8,False
8058,39,Female,South,51,2.5,False
8059,56,Female,West,76,3.5,False
8060,30,Female,South,64,4.6,False
8061,26,Female,South,29,2.0,False
8062,51,Female,East,68,4.0,False
8063,29,Male,West,53,1.5,False
8064,51,Male,East,57,3.3,False
8065,62,Male,West,51,3.7,False
8066,50,Female,South,35,4.9,False
8067,67,Male,West,37,1.6,False
8068,52,Male,East,78,1.8,False
8069,45,Female,North,20,3.4,False
8070,56,Female,West,47,5.0,False
8071,20,Male,South,62,3.4,False
8072,64,Male,North,32,3.1,False
8073,29,Female,South,88,4.2,False
8074,60,Female,North,24,3.7,False
8075,30,Male,West,60,2.0,False
8076,20,Male,West,23,2.6,False
8077,35,Male,West,39,3.7,False
8078,64,Female,South,69,4.2,False
8079,43,Male,North,95,4.5,False
8080,27,Female,East,49,2.8,False
8081,69,Male,South,15,2.8,True
8082,21,Female,South,81,2.7,False
8083,54,Female,South,15,2.4,True
8084,29,Female,East,25,4.8,False
8085,68,Male,North,59,1.3,False
8086,33,Female,South,81,1.1,False
8087,34,Female,West,33,4.4,False
8088,57,Male,North,13,1.9,True
8089,48,Male,South,83,1.2,False
8090,43,Female,West,65,1.7,False
8091,19,Female,North,82,1.8,False
8092,46,Male,South,53,3.1,False
8093,47,Female,West,97,1.1,False
8094,65,Male,East,14,1.8,True
8095,64,Female,West,79,2.3,False
8096,28,Female,East,9,2.0,True
8097,54,Male,North,65,3.9,False
8098,51,Male,North,64,1.1,False
8099,24,Female,North,53,3.2,False
8100,56,Female,East,31,3.3,False
8101,46,Female,East,30,3.7,False
8102,50,Female,West,1,4.3,False
8103,66,Male,South,43,2.7,False
8104,44,Female,East,10,1.2,True
8105,33,Male,North,8,3.0,False
8106,34,Male,East,40,4.0,False
8107,28,Male,South,46,1.4,False
8108,31,Female,West,56,4.1,False
8109,30,Female,South,5,1.6,True
8110,52,Female,North,37,4.4,False
8111,43,Female,North,26,1.1,False
8112,69,Female,East,49,2.7,False
8113,42,Male,North,82,1.8,False
8114,57,Male,East,31,3.0,False
8115,61,Female,North,9,3.6,False
8116,60,Female,North,9,3.4,False
8117,29,Male,West,41,3.6,False
8118,64,Female,North,43,4.9,False
8119,21,Male,South,40,2.1,False
8120,59,Male,North,64,1.4,False
8121,65,Female,North,58,4.4,False
8122,58,Female,North,3,4.9,False
8123,66,Male,West,11,3.3,False
8124,44,Female,North,10,4.8,False
8125,62,Female,West,48,4.4,False
8126,25,Male,North,66,4.4,False
8127,25,Female,East,9,4.6,False
8128,46,Male,South,13,3.4,False
8129,20,Male,East,84,2.1,False
8130,38,Female,East,89,1.1,False
8131,48,Male,North,22,3.3,False
8132,30,Male,East,62,4.9,False
8133,48,Female,North,21,2.2,False
8134,34,Female,East,68,3.6,False
8135,65,Female,East,45,1.8,False
8136,49,Male,East,64,1.2,False
8137,41,Male,North,99,2.0,False
8138,19,Male,West,71,4.2,False
8139,59,Female,South,63,4.8,False
8140,20,Male,South,1,1.9,True
8141,43,Male,South,96,2.7,False
8142,19,Male,South,70,1.6,False
8143,50,Male,North,9,4.2,False
8144,51,Male,East,78,2.9,False
8145,43,Female,West,99,4.2,False
8146,51,Male,West,84,3.9,False
8147,55,Female,North,46,2.7,False
8148,31,Male,West,74,2.1,False
8149,48,Male,South,11,1.2,True
8150,37,Male,North,14,4.8,False
8151,27,Female,North,30,1.7,False
8152,37,Female,North,89,1.4,False
8153,50,Male,South,61,3.8,False
8154,62,Male,East,12,3.6,False
8155,65,Female,East,84,3.5,False
8156,19,Male,East,55,4.7,False
8157,63,Female,North,94,4.7,False
8158,68,Female,East,94,3.9,False
8159,29,Female,East,90,2.4,False
8160,33,Female,South,76,1.3,False
8161,26,Female,North,17,4.2,False
8162,28,Female,West,42,2.9,False
8163,38,Male,North,38,3.9,False
8164,29,Female,South,8,2.3,True
8165,21,Female,East,78,1.2,False
8166,43,Male,South,45,2.3,False
8167,36,Male,South,85,1.3,False
8168,59,Male,West,49,3.5,False
8169,64,Female,North,71,2.8,False
8170,34,Female,West,82,4.0,False
8171,61,Male,North,81,2.5,False
8172,18,Female,West,12,3.9,False
8173,65,Female,East,24,2.2,False
8174,25,Male,West,85,2.6,False
8175,47,Female,West,45,2.4,False
8176,68,Female,West,62,1.7,False
8177,58,Male,South,27,2.5,False
8178,41,Male,East,81,3.2,False
8179,60,Female,East,1,1.8,True
8180,34,Male,South,64,3.6,False
8181,47,Male,South,11,1.5,True
8182,58,Female,South,79,2.8,False
8183,69,Female,South,45,1.5,False
8184,60,Female,South,12,3.5,False
8185,26,Male,East,70,2.9,False
8186,19,Female,West,1,4.3,False
8187,43,Female,West,9,2.7,True
8188,49,Male,West,21,3.1,False
8189,44,Female,North,44,3.7,False
8190,58,Female,West,1,1.1,True
8191,28,Male,East,23,4.7,False
8192,18,Female,South,19,3.2,False
8193,69,Male,North,34,4.9,False
8194,54,Male,North,76,1.5,False
8195,35,Male,North,74,2.4,False
8196,25,Female,East,82,1.4,False
8197,44,Male,North,64,2.5,False
8198,35,Male,North,86,1.4,False
8199,26,Male,South,8,1.7,True
8200,19,Female,East,74,1.5,False
8201,34,Female,East,43,3.3,False
8202,28,Male,North,14,3.4,False
8203,63,Male,North,83,3.9,False
8204,23,Female,West,8,3.8,False
8205,22,Male,West,67,4.0,False
8206,29,Female,East,2,4.7,False
8207,61,Female,North,83,1.7,False
8208,59,Male,East,5,4.4,False
8209,52,Female,East,74,4.5,False
8210,68,Male,North,93,2.8,False
8211,41,Male,South,33,1.5,False
8212,47,Male,South,48,1.2,False
8213,69,Male,South,15,3.6,False
8214,34,Female,South,6,3.0,False
8215,64,Female,East,12,4.1,False
8216,53,Male,South,73,4.3,False
8217,23,Female,South,70,1.3,False
8218,49,Male,East,85,2.3,False
8219,51,Female,South,61,2.7,False
8220,61,Female,North,30,2.8,False
8221,33,Male,South,82,1.1,False
8222,24,Male,South,34,2.6,False
8223,49,Female,South,16,2.4,True
8224,34,Male,North,47,1.2,False
8225,49,Male,North,11,1.9,True
8226,31,Female,North,22,3.7,False
8227,43,Female,North,2,2.3,True
8228,26,Male,East,1,4.2,False
8229,30,Male,South,37,1.9,False
8230,67,Female,South,31,3.0,False
8231,42,Male,West,5,4.3,False
8232,29,Male,North,99,2.9,False
8233,62,Female,North,66,5.0,False
8234,33,Female,South,60,3.1,False
8235,66,Male,South,51,1.8,False
8236,47,Female,South,22,4.0,False
8237,69,Male,North,56,3.4,False
8238,38,Male,North,86,3.5,False
8239,41,Female,East,30,2.4,False
8240,60,Male,West,62,2.1,False
8241,22,Male,East,89,1.9,False
8242,64,Male,East,99,1.3,False
8243,50,Male,East,88,2.3,False
8244,66,Female,South,99,1.3,False
8245,48,Female,East,46,2.7,False
8246,67,Male,East,85,1.8,False
8247,26,Female,West,35,4.0,False
8248,66,Female,East,33,2.5,False
8249,52,Female,East,33,3.2,False
8250,25,Female,North,73,4.1,False
8251,28,Female,North,59,2.3,False
8252,34,Male,West,26,2.2,False
8253,33,Male,South,2,1.4,True
8254,37,Female,West,44,1.1,False
8255,44,Female,North,20,3.2,False
8256,31,Male,South,5,3.3,False
8257,39,Male,East,25,2.5,False
8258,66,Male,East,18,2.3,True
8259,24,Female,East,56,4.9,False
8260,28,Male,West,80,1.3,False
8261,34,Female,East,3,1.8,True
8262,30,Male,North,50,4.0,False
8263,68,Female,North,19,1.8,True
8264,34,Female,North,30,3.8,False
8265,28,Female,South,73,4.8,False
8266,21,Male,South,64,3.9,False
8267,33,Male,West,53,4.2,False
8268,48,Female,West,2,4.2,False
8269,38,Female,West,46,2.6,False
8270,50,Female,South,87,1.6,False
8271,30,Male,South,99,1.8,False
8272,66,Female,East,7,4.7,False
8273,46,Male,East,70,1.3,False
8274,32,Female,North,65,2.5,False
8275,27,Male,West,46,3.5,False
8276,50,Male,East,42,1.7,False
8277,32,Male,West,29,1.6,False
8278,60,Male,North,69,3.5,False
8279,30,Female,South,77,4.5,False
8280,52,Female,East,79,4.7,False
8281,38,Male,East,1,3.7,False
8282,47,Female,East,87,3.9,False
8283,65,Male,West,77,4.8,False
8284,63,Female,East,75,2.6,False
8285,60,Female,North,76,4.9,False
8286,59,Female,South,31,2.2,False
8287,62,Male,South,20,2.5,False
8288,24,Male,North,73,4.0,False
8289,66,Male,North,85,3.9,False
8290,41,Male,East,77,2.5,False
8291,33,Female,South,5,1.2,True
8292,22,Female,East,93,3.5,False
8293,23,Male,West,94,3.4,False
8294,19,Female,East,42,4.5,False
8295,20,Male,East,75,2.2,False
8296,27,Male,West,55,4.6,False
8297,41,Female,South,32,3.3,False
8298,65,Female,West,49,1.9,False
8299,50,Female,East,94,2.6,False
8300,37,Female,East,90,1.8,False
8301,39,Female,East,39,2.8,False
8302,49,Female,East,5,2.9,True
8303,47,Male,North,99,4.2,False
8304,20,Female,North,5,4.0,False
8305,21,Male,East,4,3.3,False
8306,68,Female,East,41,3.2,False
8307,21,Male,East,52,3.8,False
8308,56,Male,East,5,1.6,True
8309,48,Female,East,76,3.3,False
8310,26,Male,East,6,4.6,False
8311,47,Female,East,94,2.2,False
8312,46,Male,South,38,1.1,False
8313,42,Female,South,51,1.0,False
8314,69,Male,North,8,1.1,True
8315,56,Female,North,73,4.0,False
8316,52,Female,East,6,4.5,False
8317,42,Female,South,81,1.0,False
8318,54,Female,West,45,3.8,False
8319,53,Male,East,92,2.2,False
8320,28,Male,South,98,2.6,False
8321,43,Female,West,29,4.7,False
8322,59,Female,West,83,3.7,False
8323,63,Male,South,27,3.1,False
8324,42,Male,East,82,2.9,False
8325,38,Male,South,69,3.2,False
8326,66,Female,West,6,1.9,True
8327,19,Female,West,84,3.7,False
8328,27,Female,North,90,1.5,False
8329,56,Female,East,26,4.2,False
8330,52,Male,West,48,2.0,False
8331,50,Female,South,71,1.0,False
8332,58,Male,East,40,4.0,False
8333,48,Male,South,4,4.3,False
8334,21,Male,West,73,4.0,False
8335,20,Male,East,62,2.2,False
8336,22,Male,North,48,1.6,False
8337,34,Male,West,84,1.1,False
8338,66,Male,South,51,1.3,False
8339,30,Male,North,14,2.5,True
8340,18,Male,South,49,2.1,False
8341,62,Female,East,18,4.7,False
8342,56,Male,South,14,1.9,True
8343,61,Female,South,2,3.1,False
8344,40,Female,South,2,4.8,False
8345,58,Female,East,72,2.7,False
8346,67,Male,South,63,4.6,False
8347,42,Female,North,92,4.1,False
8348,69,Female,West,2,2.4,True
8349,48,Female,North,1,3.7,False
8350,30,Female,South,92,2.2,False
8351,18,Female,East,21,2.2,False
8352,51,Female,West,22,3.8,False
8353,46,Male,West,74,3.2,False
8354,48,Female,South,80,1.0,False
8355,25,Female,East,59,4.3,False
8356,19,Female,North,19,1.4,True
8357,29,Female,South,22,3.5,False
8358,50,Female,South,69,3.5,False
8359,47,Female,South,22,2.0,False
8360,58,Male,North,13,1.0,True
8361,44,Male,West,83,3.8,False
8362,42,Male,North,84,5.0,False
8363,55,Male,North,3,3.2,False
8364,67,Female,East,57,4.6,False
8365,50,Male,West,82,4.1,False
8366,55,Male,South,78,2.8,False
8367,69,Female,East,15,3.2,False
8368,33,Male,South,21,3.7,False
8369,49,Female,East,37,4.1,False
8370,41,Female,East,17,1.8,True
8371,19,Female,North,25,2.5,False
8372,19,Female,East,75,3.8,False
8373,37,Male,East,43,2.7,False
8374,44,Male,West,50,3.2,False
8375,39,Female,West,15,3.9,False
8376,56,Female,East,67,1.3,False
8377,65,Male,West,30,4.8,False
8378,36,Female,East,77,4.1,False
8379,24,Female,West,57,2.3,False
8380,20,Female,West,7,4.7,False
8381,67,Male,East,78,2.2,False
8382,51,Female,South,51,5.0,False
8383,58,Female,East,18,2.9,True
8384,40,Female,East,84,2.8,False
8385,22,Male,South,80,3.3,False
8386,60,Female,West,73,4.7,False
8387,20,Male,North,54,4.9,False
8388,41,Female,North,48,1.9,False
8389,44,Female,North,95,1.9,False
8390,51,Female,South,25,2.6,False
8391,68,Female,East,77,4.3,False
8392,60,Female,East,82,3.5,False
8393,38,Male,South,66,1.6,False
8394,29,Male,South,18,3.1,False
8395,49,Female,South,31,4.3,False
8396,64,Female,West,20,1.1,False
8397,66,Female,North,93,2.7,False
8398,39,Male,West,58,1.5,False
8399,51,Male,West,31,2.9,False
8400,40,Male,North,13,1.1,True
8401,18,Male,North,83,3.1,False
8402,21,Male,South,74,4.8,False
8403,34,Female,North,54,2.4,False
8404,43,Male,South,88,2.2,False
8405,48,Female,North,20,4.3,False
8406,56,Female,East,22,1.8,False
8407,54,Female,West,91,2.5,False
8408,57,Male,South,60,4.8,False
8409,50,Female,East,30,3.6,False
8410,45,Female,South,88,3.7,False
8411,27,Female,North,99,3.3,False
8412,53,Male,East,3,1.3,True
8413,63,Female,North,88,3.7,False
8414,26,Male,West,89,4.2,False
8415,43,Male,West,3,3.9,False
8416,66,Male,South,20,1.5,False
8417,63,Male,East,25,3.1,False
8418,68,Female,South,37,1.6,False
8419,51,Female,West,17,3.9,False
8420,31,Male,West,48,4.9,False
8421,58,Male,North,27,3.0,False
8422,43,Female,West,25,1.6,False
8423,54,Female,West,32,2.5,False
8424,48,Female,South,68,2.9,False
8425,64,Male,North,65,3.2,False
8426,55,Male,South,64,2.8,False
8427,65,Female,West,25,1.8,False
8428,60,Female,South,18,3.0,False
8429,45,Female,South,41,5.0,False
